Election_Type,State_Name,Assembly_No,Constituency_No,Candidate,Gender,Party,Votes,Winner,Constituency_Name,Idx,Party_Type,Party_Expanded,NumberOfSeats,ElectorsTotal,ElectorsWhoVoted,VotesValid,PollingDate,Year,Runner up.PARTY,Runner up.CANDIDATE,Runner up.VOTES,Winner 1.PARTY,Winner 1.CANDIDATE,Winner 1.VOTES,Winner 2.PARTY,Winner 2.CANDIDATE,Winner 2.VOTES,Winner 3.PARTY,Winner 3.CANDIDATE,Winner 3.VOTES
AE,Kerala,2,73,VANCHEESWARA IYER,M,BJS,2267.0,False,ANDATHODU ,3,NATIONAL PARTIES,ALL INDIA BHARTIYA JAN SANGH,1,62418,52572,51503,01-02-1960,1960,CPI,K. GOVINDA KUTTY MENON,22621.0,ML,B. V. SEETHI THANGAL,26615.0,,,,,,
AE,Kerala,2,74,KUNHAMBU KALLEN,M,INC,45326.0,True,PONNANI ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,2,113592,174266,170944,01-02-1960,1960,,,,INC,KUNHAMBU KALLEN,45326.0,ML,CHERUKOYA THANGAL,43360.0,,,
AE,Kerala,2,74,CHERUKOYA THANGAL,M,ML,43360.0,True,PONNANI ,2,REGISTERED (Unrecognised) PARTIES,MUSLIM LEAGUE,2,113592,174266,170944,01-02-1960,1960,,,,INC,KUNHAMBU KALLEN,45326.0,ML,CHERUKOYA THANGAL,43360.0,,,
AE,Kerala,2,74,E. T. KUNHAN,M,CPI,41316.0,False,PONNANI ,3,NATIONAL PARTIES,COMMUNIST PARTY OF INDIA,2,113592,174266,170944,01-02-1960,1960,,,,INC,KUNHAMBU KALLEN,45326.0,ML,CHERUKOYA THANGAL,43360.0,,,
AE,Kerala,2,74,UNNI KRISHNA WARRIER,M,CPI,40942.0,False,PONNANI ,4,NATIONAL PARTIES,COMMUNIST PARTY OF INDIA,2,113592,174266,170944,01-02-1960,1960,,,,INC,KUNHAMBU KALLEN,45326.0,ML,CHERUKOYA THANGAL,43360.0,,,
AE,Kerala,2,75,KUDUVAKOTTU JOHN,M,CPI,28817.0,True,KUSHALMANNAM ,1,NATIONAL PARTIES,COMMUNIST PARTY OF INDIA,1,57850,48214,46950,01-02-1960,1960,INC,T. A. BALAKRISHNAN,17785.0,CPI,KUDUVAKOTTU JOHN,28817.0,,,,,,
AE,Kerala,2,75,T. A. BALAKRISHNAN,M,INC,17785.0,False,KUSHALMANNAM ,2,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,57850,48214,46950,01-02-1960,1960,INC,T. A. BALAKRISHNAN,17785.0,CPI,KUDUVAKOTTU JOHN,28817.0,,,,,,
AE,Kerala,2,75,KANNI,M,IND,348.0,False,KUSHALMANNAM ,3,INDEPENDENTS,INDEPENDENT,1,57850,48214,46950,01-02-1960,1960,INC,T. A. BALAKRISHNAN,17785.0,CPI,KUDUVAKOTTU JOHN,28817.0,,,,,,
AE,Kerala,2,76,R. KRISHNAN,M,CPI,31159.0,True,ALATHUR ,1,NATIONAL PARTIES,COMMUNIST PARTY OF INDIA,1,63459,54120,53094,01-02-1960,1960,INC,A. SUNNA SAHIB,21935.0,CPI,R. KRISHNAN,31159.0,,,,,,
AE,Kerala,2,76,A. SUNNA SAHIB,M,INC,21935.0,False,ALATHUR ,2,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,63459,54120,53094,01-02-1960,1960,INC,A. SUNNA SAHIB,21935.0,CPI,R. KRISHNAN,31159.0,,,,,,
AE,Kerala,2,77,P. BALACHANDRA MENON,M,CPI,48241.0,True,CHITTUR ,1,NATIONAL PARTIES,COMMUNIST PARTY OF INDIA,2,114078,182754,176050,01-02-1960,1960,,,,CPI,P. BALACHANDRA MENON,48241.0,CPI,NARAYANAN THANDAN,48156.0,,,
AE,Kerala,2,77,NARAYANAN THANDAN,M,CPI,48156.0,True,CHITTUR ,2,NATIONAL PARTIES,COMMUNIST PARTY OF INDIA,2,114078,182754,176050,01-02-1960,1960,,,,CPI,P. BALACHANDRA MENON,48241.0,CPI,NARAYANAN THANDAN,48156.0,,,
AE,Kerala,2,77,BACHARAN,M,INC,40028.0,False,CHITTUR ,3,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,2,114078,182754,176050,01-02-1960,1960,,,,CPI,P. BALACHANDRA MENON,48241.0,CPI,NARAYANAN THANDAN,48156.0,,,
AE,Kerala,2,77,SIVARAMA BHARATHI,M,PSP,39625.0,False,CHITTUR ,4,NATIONAL PARTIES,PRAJA SOCIALIST PARTY,2,114078,182754,176050,01-02-1960,1960,,,,CPI,P. BALACHANDRA MENON,48241.0,CPI,NARAYANAN THANDAN,48156.0,,,
AE,Kerala,2,78,A. K. RAMANKUTTY NAIR,M,CPI,24958.0,True,ELAPULLY ,1,NATIONAL PARTIES,COMMUNIST PARTY OF INDIA,1,53356,44041,43077,01-02-1960,1960,INC,T. K. KELUKUTTY,18119.0,CPI,A. K. RAMANKUTTY NAIR,24958.0,,,,,,
AE,Kerala,2,78,T. K. KELUKUTTY,M,INC,18119.0,False,ELAPULLY ,2,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,53356,44041,43077,01-02-1960,1960,INC,T. K. KELUKUTTY,18119.0,CPI,A. K. RAMANKUTTY NAIR,24958.0,,,,,,
AE,Kerala,2,79,R. RANGHAVA MENON,M,INC,26546.0,True,PALGHAT ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,64542,52048,51334,01-02-1960,1960,CPI,K. C. GOPALANUNNI,24788.0,INC,R. RANGHAVA MENON,26546.0,,,,,,
AE,Kerala,2,79,K. C. GOPALANUNNI,M,CPI,24788.0,False,PALGHAT ,2,NATIONAL PARTIES,COMMUNIST PARTY OF INDIA,1,64542,52048,51334,01-02-1960,1960,CPI,K. C. GOPALANUNNI,24788.0,INC,R. RANGHAVA MENON,26546.0,,,,,,
AE,Kerala,2,80,A. R. MENON,M,CPI,33605.0,True,PARLI ,1,NATIONAL PARTIES,COMMUNIST PARTY OF INDIA,1,63957,51536,50150,01-02-1960,1960,PSP,A. S. DIVAKARAN,16545.0,CPI,A. R. MENON,33605.0,,,,,,
AE,Kerala,2,80,A. S. DIVAKARAN,M,PSP,16545.0,False,PARLI ,2,NATIONAL PARTIES,PRAJA SOCIALIST PARTY,1,63957,51536,50150,01-02-1960,1960,PSP,A. S. DIVAKARAN,16545.0,CPI,A. R. MENON,33605.0,,,,,,
AE,Kerala,2,81,KRISHNAN KONGASERI,M,CPI,25060.0,True,MANNARGHAT ,1,NATIONAL PARTIES,COMMUNIST PARTY OF INDIA,1,60804,46273,44858,01-02-1960,1960,PSP,M. P. GOVINDA MENON,18999.0,CPI,KRISHNAN KONGASERI,25060.0,,,,,,
AE,Kerala,2,81,M. P. GOVINDA MENON,M,PSP,18999.0,False,MANNARGHAT ,2,NATIONAL PARTIES,PRAJA SOCIALIST PARTY,1,60804,46273,44858,01-02-1960,1960,PSP,M. P. GOVINDA MENON,18999.0,CPI,KRISHNAN KONGASERI,25060.0,,,,,,
AE,Kerala,2,81,RANGAN,M,IND,799.0,False,MANNARGHAT ,3,INDEPENDENTS,INDEPENDENT,1,60804,46273,44858,01-02-1960,1960,PSP,M. P. GOVINDA MENON,18999.0,CPI,KRISHNAN KONGASERI,25060.0,,,,,,
AE,Kerala,2,82,E. P. GOPALAN,M,CPI,24866.0,True,PERINTALMANNA ,1,NATIONAL PARTIES,COMMUNIST PARTY OF INDIA,1,59540,46450,45205,01-02-1960,1960,ML,MOIDEENKUTTY MELEVOSTTI,20339.0,CPI,E. P. GOPALAN,24866.0,,,,,,
AE,Kerala,2,82,MOIDEENKUTTY MELEVOSTTI,M,ML,20339.0,False,PERINTALMANNA ,2,REGISTERED (Unrecognised) PARTIES,MUSLIM LEAGUE,1,59540,46450,45205,01-02-1960,1960,ML,MOIDEENKUTTY MELEVOSTTI,20339.0,CPI,E. P. GOPALAN,24866.0,,,,,,
AE,Kerala,2,83,KUNHUNNI NAYAR,M,CPI,24741.0,True,OTTAPALAM ,1,NATIONAL PARTIES,COMMUNIST PARTY OF INDIA,1,54942,43995,42859,01-02-1960,1960,PSP,CHANDRASEKHARA KURUP,18118.0,CPI,KUNHUNNI NAYAR,24741.0,,,,,,
AE,Kerala,2,83,CHANDRASEKHARA KURUP,M,PSP,18118.0,False,OTTAPALAM ,2,NATIONAL PARTIES,PRAJA SOCIALIST PARTY,1,54942,43995,42859,01-02-1960,1960,PSP,CHANDRASEKHARA KURUP,18118.0,CPI,KUNHUNNI NAYAR,24741.0,,,,,,
AE,Kerala,2,84,E. M. SANKARAN NAMBOODIRIPAD,M,CPI,26478.0,True,PATTAMBI ,1,NATIONAL PARTIES,COMMUNIST PARTY OF INDIA,1,58822,46371,45634,01-02-1960,1960,INC,A. RAGHAVAN NAIR,19156.0,CPI,E. M. SANKARAN NAMBOODIRIPAD,26478.0,,,,,,
AE,Kerala,2,84,A. RAGHAVAN NAIR,M,INC,19156.0,False,PATTAMBI ,2,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,58822,46371,45634,01-02-1960,1960,INC,A. RAGHAVAN NAIR,19156.0,CPI,E. M. SANKARAN NAMBOODIRIPAD,26478.0,,,,,,
AE,Kerala,2,85,P. ABDUL MAJEED,M,ML,24343.0,True,MANKADA ,1,REGISTERED (Unrecognised) PARTIES,MUSLIM LEAGUE,1,61640,45743,44380,01-02-1960,1960,CPI,POOKUNHI KOYA THANGAL,20037.0,ML,P. ABDUL MAJEED,24343.0,,,,,,
AE,Kerala,2,85,POOKUNHI KOYA THANGAL,M,CPI,20037.0,False,MANKADA ,2,NATIONAL PARTIES,COMMUNIST PARTY OF INDIA,1,61640,45743,44380,01-02-1960,1960,CPI,POOKUNHI KOYA THANGAL,20037.0,ML,P. ABDUL MAJEED,24343.0,,,,,,
AE,Kerala,2,86,K. MOIDEENKUTTY HAJI,M,ML,28518.0,True,TIRUR ,1,REGISTERED (Unrecognised) PARTIES,MUSLIM LEAGUE,1,62687,46318,45121,01-02-1960,1960,CPI,K. P. BAVAKUTTY,16603.0,ML,K. MOIDEENKUTTY HAJI,28518.0,,,,,,
AE,Kerala,2,86,K. P. BAVAKUTTY,M,CPI,16603.0,False,TIRUR ,2,NATIONAL PARTIES,COMMUNIST PARTY OF INDIA,1,62687,46318,45121,01-02-1960,1960,CPI,K. P. BAVAKUTTY,16603.0,ML,K. MOIDEENKUTTY HAJI,28518.0,,,,,,
AE,Kerala,2,87,C. H. MOHAMMAD KOYA,M,ML,27893.0,True,TANUR ,1,REGISTERED (Unrecognised) PARTIES,MUSLIM LEAGUE,1,53667,37254,36338,01-02-1960,1960,CPI,NADUKKANDY MOHAMMAD KOYA,8445.0,ML,C. H. MOHAMMAD KOYA,27893.0,,,,,,
AE,Kerala,2,87,NADUKKANDY MOHAMMAD KOYA,M,CPI,8445.0,False,TANUR ,2,NATIONAL PARTIES,COMMUNIST PARTY OF INDIA,1,53667,37254,36338,01-02-1960,1960,CPI,NADUKKANDY MOHAMMAD KOYA,8445.0,ML,C. H. MOHAMMAD KOYA,27893.0,,,,,,
AE,Kerala,2,88,SEETHI SAHIB,M,ML,29073.0,True,KUTTIPURAM ,1,REGISTERED (Unrecognised) PARTIES,MUSLIM LEAGUE,1,59757,42942,41503,01-02-1960,1960,CPI,KUNHIKRISHNAN THORAKKADU,12430.0,ML,SEETHI SAHIB,29073.0,,,,,,
AE,Kerala,2,88,KUNHIKRISHNAN THORAKKADU,M,CPI,12430.0,False,KUTTIPURAM ,2,NATIONAL PARTIES,COMMUNIST PARTY OF INDIA,1,59757,42942,41503,01-02-1960,1960,CPI,KUNHIKRISHNAN THORAKKADU,12430.0,ML,SEETHI SAHIB,29073.0,,,,,,
AE,Kerala,2,89,AVUKKADARKUTTY HAJEE NAHA,M,ML,34749.0,True,THIRURANGADY ,1,REGISTERED (Unrecognised) PARTIES,MUSLIM LEAGUE,1,69118,55167,52798,01-02-1960,1960,CPI,M. KOYA KUNHI NAHA HAJEE,18049.0,ML,AVUKKADARKUTTY HAJEE NAHA,34749.0,,,,,,
AE,Kerala,2,89,M. KOYA KUNHI NAHA HAJEE,M,CPI,18049.0,False,THIRURANGADY ,2,NATIONAL PARTIES,COMMUNIST PARTY OF INDIA,1,69118,55167,52798,01-02-1960,1960,CPI,M. KOYA KUNHI NAHA HAJEE,18049.0,ML,AVUKKADARKUTTY HAJEE NAHA,34749.0,,,,,,
AE,Kerala,2,90,K. HASSAN GANI,M,ML,32947.0,True,MALAPPURAM ,1,REGISTERED (Unrecognised) PARTIES,MUSLIM LEAGUE,1,64451,47412,45065,01-02-1960,1960,CPI,SADHU P. AHAMMAD KUTTY,12118.0,ML,K. HASSAN GANI,32947.0,,,,,,
AE,Kerala,2,90,SADHU P. AHAMMAD KUTTY,M,CPI,12118.0,False,MALAPPURAM ,2,NATIONAL PARTIES,COMMUNIST PARTY OF INDIA,1,64451,47412,45065,01-02-1960,1960,CPI,SADHU P. AHAMMAD KUTTY,12118.0,ML,K. HASSAN GANI,32947.0,,,,,,
AE,Kerala,2,91,P. P. UMMER KOYA,M,INC,69700.0,True,MANJERI ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,2,130197,204444,200443,01-02-1960,1960,,,,INC,P. P. UMMER KOYA,69700.0,ML,CHANDAYAN MUNIADAN,66028.0,,,
AE,Kerala,2,91,CHANDAYAN MUNIADAN,M,ML,66028.0,True,MANJERI ,2,REGISTERED (Unrecognised) PARTIES,MUSLIM LEAGUE,2,130197,204444,200443,01-02-1960,1960,,,,INC,P. P. UMMER KOYA,69700.0,ML,CHANDAYAN MUNIADAN,66028.0,,,
AE,Kerala,2,91,K. V. CHEKKUTTY HAJI,M,IND,32593.0,False,MANJERI ,3,INDEPENDENTS,INDEPENDENT,2,130197,204444,200443,01-02-1960,1960,,,,INC,P. P. UMMER KOYA,69700.0,ML,CHANDAYAN MUNIADAN,66028.0,,,
AE,Kerala,2,91,ACHUTHANANDAN,M,CPI,32122.0,False,MANJERI ,4,NATIONAL PARTIES,COMMUNIST PARTY OF INDIA,2,130197,204444,200443,01-02-1960,1960,,,,INC,P. P. UMMER KOYA,69700.0,ML,CHANDAYAN MUNIADAN,66028.0,,,
AE,Kerala,2,92,M. P. M. AHAMMAD KURIKKAL,M,ML,33167.0,True,KANDOTTY ,1,REGISTERED (Unrecognised) PARTIES,MUSLIM LEAGUE,1,58309,46038,45027,01-02-1960,1960,IND,MOMUKUTTY MOULAVI,11860.0,ML,M. P. M. AHAMMAD KURIKKAL,33167.0,,,,,,
AE,Kerala,2,92,MOMUKUTTY MOULAVI,M,IND,11860.0,False,KANDOTTY ,2,INDEPENDENTS,INDEPENDENT,1,58309,46038,45027,01-02-1960,1960,IND,MOMUKUTTY MOULAVI,11860.0,ML,M. P. M. AHAMMAD KURIKKAL,33167.0,,,,,,
AE,Kerala,2,93,O. T. SARADA KRISHNAN,F,INC,30638.0,True,KOZHIKODE I ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,65456,57116,56594,01-02-1960,1960,CPI,KRISHNAN KALLAT,24732.0,INC,O. T. SARADA KRISHNAN,30638.0,,,,,,
AE,Kerala,2,93,KRISHNAN KALLAT,M,CPI,24732.0,False,KOZHIKODE I ,2,NATIONAL PARTIES,COMMUNIST PARTY OF INDIA,1,65456,57116,56594,01-02-1960,1960,CPI,KRISHNAN KALLAT,24732.0,INC,O. T. SARADA KRISHNAN,30638.0,,,,,,
AE,Kerala,2,93,KARTUNAKARAN,M,BJS,1224.0,False,KOZHIKODE I ,3,NATIONAL PARTIES,ALL INDIA BHARTIYA JAN SANGH,1,65456,57116,56594,01-02-1960,1960,CPI,KRISHNAN KALLAT,24732.0,INC,O. T. SARADA KRISHNAN,30638.0,,,,,,
AE,Kerala,2,94,P. KUMARAN,M,INC,33587.0,True,KOZHIKODE I I ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,65819,55070,54200,01-02-1960,1960,IND,APPU ADIUOLIL,20613.0,INC,P. KUMARAN,33587.0,,,,,,
AE,Kerala,2,94,APPU ADIUOLIL,M,IND,20613.0,False,KOZHIKODE I I ,2,INDEPENDENTS,INDEPENDENT,1,65819,55070,54200,01-02-1960,1960,IND,APPU ADIUOLIL,20613.0,INC,P. KUMARAN,33587.0,,,,,,
AE,Kerala,2,95,RAGHAVAN NAIR,M,CPI,29063.0,True,CHEVAYOUR ,1,NATIONAL PARTIES,COMMUNIST PARTY OF INDIA,1,63857,57993,57420,01-02-1960,1960,INC,A. BALAGOPALAN,28357.0,CPI,RAGHAVAN NAIR,29063.0,,,,,,
AE,Kerala,2,95,A. BALAGOPALAN,M,INC,28357.0,False,CHEVAYOUR ,2,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,63857,57993,57420,01-02-1960,1960,INC,A. BALAGOPALAN,28357.0,CPI,RAGHAVAN NAIR,29063.0,,,,,,
AE,Kerala,2,96,LEELA DAMODARA MENON,F,INC,34539.0,True,KUNNAMANGALAM ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,65297,57857,57147,01-02-1960,1960,CPI,CHATHUNNI,22608.0,INC,LEELA DAMODARA MENON,34539.0,,,,,,
AE,Kerala,2,96,CHATHUNNI,M,CPI,22608.0,False,KUNNAMANGALAM ,2,NATIONAL PARTIES,COMMUNIST PARTY OF INDIA,1,65297,57857,57147,01-02-1960,1960,CPI,CHATHUNNI,22608.0,INC,LEELA DAMODARA MENON,34539.0,,,,,,
AE,Kerala,2,97,GOPALAKUTTY NAIR,M,INC,37483.0,True,KODUVALLY ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,63646,54559,53697,01-02-1960,1960,IND,M. V. ALIKOYA,16214.0,INC,GOPALAKUTTY NAIR,37483.0,,,,,,
AE,Kerala,2,97,M. V. ALIKOYA,M,IND,16214.0,False,KODUVALLY ,2,INDEPENDENTS,INDEPENDENT,1,63646,54559,53697,01-02-1960,1960,IND,M. V. ALIKOYA,16214.0,INC,GOPALAKUTTY NAIR,37483.0,,,,,,
AE,Kerala,2,98,M. NARAYANA KURUF,M,PSP,32423.0,True,BALUSSERY ,1,NATIONAL PARTIES,PRAJA SOCIALIST PARTY,1,62495,56830,55406,01-02-1960,1960,IND,K. KALANDANKUTTY,22983.0,PSP,M. NARAYANA KURUF,32423.0,,,,,,
AE,Kerala,2,98,K. KALANDANKUTTY,M,IND,22983.0,False,BALUSSERY ,2,INDEPENDENTS,INDEPENDENT,1,62495,56830,55406,01-02-1960,1960,IND,K. KALANDANKUTTY,22983.0,PSP,M. NARAYANA KURUF,32423.0,,,,,,
AE,Kerala,2,99,KUNHIRAMAN NABBIAR,M,PSP,40361.0,True,QUILANDY ,1,NATIONAL PARTIES,PRAJA SOCIALIST PARTY,1,70572,62390,61444,01-02-1960,1960,IND,RAMAKRISHNAN,21083.0,PSP,KUNHIRAMAN NABBIAR,40361.0,,,,,,
AE,Kerala,2,99,RAMAKRISHNAN,M,IND,21083.0,False,QUILANDY ,2,INDEPENDENTS,INDEPENDENT,1,70572,62390,61444,01-02-1960,1960,IND,RAMAKRISHNAN,21083.0,PSP,KUNHIRAMAN NABBIAR,40361.0,,,,,,
AE,Kerala,2,100,P. K. NARAYANAN NAMBIAR,M,PSP,38272.0,True,PERAMBRA ,1,NATIONAL PARTIES,PRAJA SOCIALIST PARTY,1,73493,66765,65744,01-02-1960,1960,CPI,KUMARAN MADATHIL,27472.0,PSP,P. K. NARAYANAN NAMBIAR,38272.0,,,,,,
AE,Kerala,2,100,KUMARAN MADATHIL,M,CPI,27472.0,False,PERAMBRA ,2,NATIONAL PARTIES,COMMUNIST PARTY OF INDIA,1,73493,66765,65744,01-02-1960,1960,CPI,KUMARAN MADATHIL,27472.0,PSP,P. K. NARAYANAN NAMBIAR,38272.0,,,,,,
AE,Kerala,2,101,M. KRISHNAN,M,PSP,32552.0,True,BADAGARE ,1,NATIONAL PARTIES,PRAJA SOCIALIST PARTY,1,62060,55852,55376,01-02-1960,1960,CPI,M. K. KELU,22824.0,PSP,M. KRISHNAN,32552.0,,,,,,
AE,Kerala,2,101,M. K. KELU,M,CPI,22824.0,False,BADAGARE ,2,NATIONAL PARTIES,COMMUNIST PARTY OF INDIA,1,62060,55852,55376,01-02-1960,1960,CPI,M. K. KELU,22824.0,PSP,M. KRISHNAN,32552.0,,,,,,
AE,Kerala,2,102,HAMEED ALI SHEMNAD,M,ML,34893.0,True,NADAPURAM ,1,REGISTERED (Unrecognised) PARTIES,MUSLIM LEAGUE,1,68773,64037,62739,01-02-1960,1960,CPI,C. H. KANARAN,27846.0,ML,HAMEED ALI SHEMNAD,34893.0,,,,,,
AE,Kerala,2,102,C. H. KANARAN,M,CPI,27846.0,False,NADAPURAM ,2,NATIONAL PARTIES,COMMUNIST PARTY OF INDIA,1,68773,64037,62739,01-02-1960,1960,CPI,C. H. KANARAN,27846.0,ML,HAMEED ALI SHEMNAD,34893.0,,,,,,
AE,Kerala,2,103,BALAKRISHNAN NAMBIAR,M,INC,79235.0,True,WYNAD ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,2,153411,245366,235001,01-02-1960,1960,,,,INC,BALAKRISHNAN NAMBIAR,79235.0,INC,MADHURA VAZHAVATTA,77380.0,,,
AE,Kerala,2,103,MADHURA VAZHAVATTA,M,INC,77380.0,True,WYNAD ,2,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,2,153411,245366,235001,01-02-1960,1960,,,,INC,BALAKRISHNAN NAMBIAR,79235.0,INC,MADHURA VAZHAVATTA,77380.0,,,
AE,Kerala,2,103,PODAYAN MYLAMBADI,M,CPI,40117.0,False,WYNAD ,3,NATIONAL PARTIES,COMMUNIST PARTY OF INDIA,2,153411,245366,235001,01-02-1960,1960,,,,INC,BALAKRISHNAN NAMBIAR,79235.0,INC,MADHURA VAZHAVATTA,77380.0,,,
AE,Kerala,2,103,M. K. PADMA PRABHA GOUNDER,M,IND,38269.0,False,WYNAD ,4,INDEPENDENTS,INDEPENDENT,2,153411,245366,235001,01-02-1960,1960,,,,INC,BALAKRISHNAN NAMBIAR,79235.0,INC,MADHURA VAZHAVATTA,77380.0,,,
AE,Kerala,2,104,P. RAMUNNI KURUP,M,PSP,42338.0,True,KUTHUPARAMBA ,1,NATIONAL PARTIES,PRAJA SOCIALIST PARTY,1,75584,61825,61029,01-02-1960,1960,IND,ABOO,18691.0,PSP,P. RAMUNNI KURUP,42338.0,,,,,,
AE,Kerala,2,104,ABOO,M,IND,18691.0,False,KUTHUPARAMBA ,2,INDEPENDENTS,INDEPENDENT,1,75584,61825,61029,01-02-1960,1960,IND,ABOO,18691.0,PSP,P. RAMUNNI KURUP,42338.0,,,,,,
AE,Kerala,2,105,N. E. BALARAM,M,CPI,31119.0,True,MATTANUR ,1,NATIONAL PARTIES,COMMUNIST PARTY OF INDIA,1,71354,62874,62153,01-02-1960,1960,PSP,ACHUTHAN,31034.0,CPI,N. E. BALARAM,31119.0,,,,,,
AE,Kerala,2,105,ACHUTHAN,M,PSP,31034.0,False,MATTANUR ,2,NATIONAL PARTIES,PRAJA SOCIALIST PARTY,1,71354,62874,62153,01-02-1960,1960,PSP,ACHUTHAN,31034.0,CPI,N. E. BALARAM,31119.0,,,,,,
AE,Kerala,2,106,P. KUNHIRAMAN,M,INC,28380.0,True,TELLICHERRY ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,65546,57191,56737,01-02-1960,1960,IND,V.  R. KRISHNA IYAR,28357.0,INC,P. KUNHIRAMAN,28380.0,,,,,,
AE,Kerala,2,106,V.  R. KRISHNA IYAR,M,IND,28357.0,False,TELLICHERRY ,2,INDEPENDENTS,INDEPENDENT,1,65546,57191,56737,01-02-1960,1960,IND,V.  R. KRISHNA IYAR,28357.0,INC,P. KUNHIRAMAN,28380.0,,,,,,
AE,Kerala,2,107,R. SANKAR,M,INC,33313.0,True,CHANNANORE I ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,64559,57531,57172,01-02-1960,1960,CPI,KANNAN CHALIYOTH,23859.0,INC,R. SANKAR,33313.0,,,,,,
AE,Kerala,2,107,KANNAN CHALIYOTH,M,CPI,23859.0,False,CHANNANORE I ,2,NATIONAL PARTIES,COMMUNIST PARTY OF INDIA,1,64559,57531,57172,01-02-1960,1960,CPI,KANNAN CHALIYOTH,23859.0,INC,R. SANKAR,33313.0,,,,,,
AE,Kerala,2,108,MADHAVAN PAMBAN,M,INC,31252.0,True,CHANNANORE I I ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,65024,59188,58815,01-02-1960,1960,CPI,K. P. GOPALAN,27563.0,INC,MADHAVAN PAMBAN,31252.0,,,,,,
AE,Kerala,2,108,K. P. GOPALAN,M,CPI,27563.0,False,CHANNANORE I I ,2,NATIONAL PARTIES,COMMUNIST PARTY OF INDIA,1,65024,59188,58815,01-02-1960,1960,CPI,K. P. GOPALAN,27563.0,INC,MADHAVAN PAMBAN,31252.0,,,,,,
AE,Kerala,2,109,GOPALAN PUTHIYA PURAYIL,M,INC,30829.0,True,MADAI ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,70154,62039,61397,01-02-1960,1960,CPI,K. P. R. GOPALAN,30568.0,INC,GOPALAN PUTHIYA PURAYIL,30829.0,,,,,,
AE,Kerala,2,109,K. P. R. GOPALAN,M,CPI,30568.0,False,MADAI ,2,NATIONAL PARTIES,COMMUNIST PARTY OF INDIA,1,70154,62039,61397,01-02-1960,1960,CPI,K. P. R. GOPALAN,30568.0,INC,GOPALAN PUTHIYA PURAYIL,30829.0,,,,,,
AE,Kerala,2,110,T. C. NARAYANAAN NAMBIAR,M,CPI,31769.0,True,IRIKKUR ,1,NATIONAL PARTIES,COMMUNIST PARTY OF INDIA,1,68284,62783,62258,01-02-1960,1960,INC,M. P. MOIDU HAJEE MELEKANDY,30489.0,CPI,T. C. NARAYANAAN NAMBIAR,31769.0,,,,,,
AE,Kerala,2,110,M. P. MOIDU HAJEE MELEKANDY,M,INC,30489.0,False,IRIKKUR ,2,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,1,68284,62783,62258,01-02-1960,1960,INC,M. P. MOIDU HAJEE MELEKANDY,30489.0,CPI,T. C. NARAYANAAN NAMBIAR,31769.0,,,,,,
AE,Kerala,2,111,C. KUNHIKRSHNA NAIR,M,INC,59513.0,True,NILESWAR ,1,NATIONAL PARTIES,INDIAN NATIONAL CONGRESS,2,136726,241984,237317,01-02-1960,1960,,,,INC,C. KUNHIKRSHNA NAIR,59513.0,PSP,KORAN OLAIKKAPURAKAL,59340.0,,,
AE,Kerala,2,111,KORAN OLAIKKAPURAKAL,M,PSP,59340.0,True,NILESWAR ,2,NATIONAL PARTIES,PRAJA SOCIALIST PARTY,2,136726,241984,237317,01-02-1960,1960,,,,INC,C. KUNHIKRSHNA NAIR,59513.0,PSP,KORAN OLAIKKAPURAKAL,59340.0,,,
AE,Kerala,2,111,GOPALAN PAVINGITRAN,M,CPI,59234.0,False,NILESWAR ,3,NATIONAL PARTIES,COMMUNIST PARTY OF INDIA,2,136726,241984,237317,01-02-1960,1960,,,,INC,C. KUNHIKRSHNA NAIR,59513.0,PSP,KORAN OLAIKKAPURAKAL,59340.0,,,
AE,Kerala,2,111,A. V. KUNHAMBU,M,CPI,59230.0,False,NILESWAR ,4,NATIONAL PARTIES,COMMUNIST PARTY OF INDIA,2,136726,241984,237317,01-02-1960,1960,,,,INC,C. KUNHIKRSHNA NAIR,59513.0,PSP,KORAN OLAIKKAPURAKAL,59340.0,,,
