Identifier,Response,Web Search Sources,Time Taken,Input Tokens,Reasoning Tokens,Output Tokens,Reasoning Effort,Error Log,Response IDs,Successful
1d9a3f33_batch0,"[""{\n  \""pro welfare state\"": 0,\n  \""religious rhetoric\"": 20,\n  \""supportive of rugged individualism\"": 65,\n  \""isolationist\"": 15,\n  \""patriotic rhetoric\"": 85,\n  \""populist\"": 40,\n  \""anger towards other party\"": 5,\n  \""foreign policy focus\"": 78\n}""]",,14.311800956726074,9880,1984,2105,,[],['resp_0eafdd3b094d0a990069a81270de948190831984adceed6fde'],True
a5272217_batch0,"[""{\n  \""foreign policy focus\"": 92,\n  \""patriotic rhetoric\"": 90,\n  \""supportive of rugged individualism\"": 15,\n  \""religious rhetoric\"": 88,\n  \""isolationist\"": 18,\n  \""anger towards other party\"": 5,\n  \""pro welfare state\"": 25,\n  \""populist\"": 20\n}""]",,14.907770156860352,10035,1920,2007,,[],['resp_0bbca316e75e11880069a81275cc408199bf5134e1ee51d1eb'],True
3bd40ee8_batch0,"[""{\n\t\""religious rhetoric\"": 72,\n\t\""supportive of rugged individualism\"": 12,\n\t\""isolationist\"": 28,\n\t\""anger towards other party\"": 0,\n\t\""populist\"": 20,\n\t\""pro welfare state\"": 10,\n\t\""patriotic rhetoric\"": 90,\n\t\""foreign policy focus\"": 95\n}""]",,12.145710229873657,10386,1408,1510,,[],['resp_00a0ceac0c90fe270069a8127acf60819badd78b928c5da900'],True
6b94c8bf_batch0,"[""{\n  \""patriotic rhetoric\"": 92,\n  \""anger towards other party\"": 0,\n  \""pro welfare state\"": 0,\n  \""populist\"": 18,\n  \""foreign policy focus\"": 86,\n  \""supportive of rugged individualism\"": 12,\n  \""religious rhetoric\"": 88,\n  \""isolationist\"": 12\n}""]",,12.080271005630493,10096,1536,1662,,[],['resp_0e5367886c2cf87e0069a8127f99c4819a9d2f15b2c930eff8'],True
7b2c53b7_batch0,"[""{\n  \""populist\"": 22,\n  \""foreign policy focus\"": 85,\n  \""patriotic rhetoric\"": 90,\n  \""pro welfare state\"": 18,\n  \""isolationist\"": 72,\n  \""anger towards other party\"": 0,\n  \""religious rhetoric\"": 85,\n  \""supportive of rugged individualism\"": 25\n}""]",,14.328359127044678,10501,1984,2077,,[],['resp_0af2c75f65f317b00069a8128498bc81939b4f777a4960c4e7'],True
5dd5ff42_batch0,"[""{\n  \""pro welfare state\"": 35,\n  \""supportive of rugged individualism\"": 15,\n  \""isolationist\"": 10,\n  \""patriotic rhetoric\"": 90,\n  \""anger towards other party\"": 0,\n  \""populist\"": 15,\n  \""religious rhetoric\"": 75,\n  \""foreign policy focus\"": 88\n}""]",,16.169320821762085,11431,2176,2279,,[],['resp_0a7418426ba16fe10069a81289c670819b9ec4c4c65603f69c'],True
c6d42d26_batch0,"[""{\n  \""foreign policy focus\"": 92,\n  \""religious rhetoric\"": 88,\n  \""populist\"": 28,\n  \""isolationist\"": 20,\n  \""anger towards other party\"": 0,\n  \""patriotic rhetoric\"": 93,\n  \""pro welfare state\"": 8,\n  \""supportive of rugged individualism\"": 65\n}""]",,12.446707010269165,10312,1408,1527,,[],['resp_0bdaf37b9fb5b8870069a8128eb2e48197aaf7d324525b8d45'],True
513c35fc_batch0,"[""{\n\t\""anger towards other party\"": 10,\n\t\""pro welfare state\"": 5,\n\t\""populist\"": 25,\n\t\""foreign policy focus\"": 85,\n\t\""supportive of rugged individualism\"": 75,\n\t\""patriotic rhetoric\"": 90,\n\t\""religious rhetoric\"": 65,\n\t\""isolationist\"": 40\n}""]",,10.638919115066528,11241,1344,1449,,[],['resp_0ac6262d8032c9130069a81293ef808199b7a374df6d5c0d5f'],True
33ba29bc_batch0,"[""{\n  \""pro welfare state\"": 25,\n  \""anger towards other party\"": 5,\n  \""supportive of rugged individualism\"": 22,\n  \""foreign policy focus\"": 88,\n  \""populist\"": 40,\n  \""isolationist\"": 20,\n  \""patriotic rhetoric\"": 92,\n  \""religious rhetoric\"": 75\n}""]",,10.390605688095093,11501,1472,1561,,[],['resp_0a6e876594d6b5b90069a8129985b08190a8b4420a4d904d86'],True
9d739a0b_batch0,"[""{\n  \""patriotic rhetoric\"": 92,\n  \""foreign policy focus\"": 85,\n  \""supportive of rugged individualism\"": 34,\n  \""anger towards other party\"": 5,\n  \""pro welfare state\"": 0,\n  \""populist\"": 28,\n  \""isolationist\"": 20,\n  \""religious rhetoric\"": 48\n}""]",,14.189269065856934,9648,1792,1916,,[],['resp_0b2a3d6a7b1712540069a8129eb78c819899bc62d93391d633'],True
20fa96f6_batch0,"[""{\n  \""isolationist\"": 25,\n  \""religious rhetoric\"": 75,\n  \""supportive of rugged individualism\"": 35,\n  \""patriotic rhetoric\"": 85,\n  \""pro welfare state\"": 32,\n  \""foreign policy focus\"": 78,\n  \""anger towards other party\"": 15,\n  \""populist\"": 65\n}""]",,12.953761100769043,12965,1728,1816,,[],['resp_0fe0a688a4dcfb820069a812a3d7fc819b88222d5fcf5498a5'],True
1501be28_batch0,"[""{\n\t\""anger towards other party\"": 0,\n\t\""patriotic rhetoric\"": 92,\n\t\""foreign policy focus\"": 88,\n\t\""supportive of rugged individualism\"": 72,\n\t\""pro welfare state\"": 12,\n\t\""isolationist\"": 14,\n\t\""religious rhetoric\"": 87,\n\t\""populist\"": 64\n}""]",,10.870250940322876,13960,1472,1560,,[],['resp_001982c587d809f40069a812aa8ac8819080efa61ed810e25a'],True
96e8ad53_batch0,"[""{\n  \""populist\"": 45,\n  \""anger towards other party\"": 0,\n  \""isolationist\"": 15,\n  \""religious rhetoric\"": 78,\n  \""supportive of rugged individualism\"": 66,\n  \""patriotic rhetoric\"": 92,\n  \""pro welfare state\"": 20,\n  \""foreign policy focus\"": 85\n}""]",,19.52360701560974,14170,1920,2024,,[],['resp_05df40dc5eeef09c0069a812b08bd4819094f7c8fd310c78c2'],True
2b77a957_batch0,"[""{\n\t\""patriotic rhetoric\"": 85,\n\t\""populist\"": 25,\n\t\""pro welfare state\"": 40,\n\t\""foreign policy focus\"": 80,\n\t\""anger towards other party\"": 10,\n\t\""religious rhetoric\"": 68,\n\t\""supportive of rugged individualism\"": 25,\n\t\""isolationist\"": 70\n}""]",,19.87474298477173,10437,1728,1847,,[],['resp_03a3a39d9c8cc24f0069a812b56c6881969aea64b870035a3c'],True
1abbde6e_batch0,"[""{\n\t\""patriotic rhetoric\"": 90,\n\t\""supportive of rugged individualism\"": 40,\n\t\""populist\"": 25,\n\t\""pro welfare state\"": 20,\n\t\""isolationist\"": 20,\n\t\""foreign policy focus\"": 85,\n\t\""religious rhetoric\"": 70,\n\t\""anger towards other party\"": 0\n}""]",,10.954813003540039,15882,1280,1385,,[],['resp_070b8e229e3ce6830069a812c2db208199861e379c9a3425c4'],True
5d3d79df_batch0,"[""{\n\t\""religious rhetoric\"": 85,\n\t\""supportive of rugged individualism\"": 60,\n\t\""isolationist\"": 25,\n\t\""foreign policy focus\"": 90,\n\t\""anger towards other party\"": 15,\n\t\""pro welfare state\"": 20,\n\t\""patriotic rhetoric\"": 75,\n\t\""populist\"": 60\n}""]",,20.273383855819702,14659,1728,1874,,[],['resp_0a600904287d1fd40069a812bcf82481988f1b7b68029894f4'],True
b2831d55_batch0,"[""{\n  \""foreign policy focus\"": 92,\n  \""pro welfare state\"": 6,\n  \""anger towards other party\"": 20,\n  \""isolationist\"": 18,\n  \""populist\"": 15,\n  \""religious rhetoric\"": 40,\n  \""patriotic rhetoric\"": 88,\n  \""supportive of rugged individualism\"": 80\n}""]",,14.038964033126831,14275,1536,1655,,[],['resp_08aab5cb822fd7b60069a812c929e481989c66d49495c2088a'],True
064e15aa_batch0,"[""{\n  \""isolationist\"": 65,\n  \""patriotic rhetoric\"": 90,\n  \""foreign policy focus\"": 92,\n  \""religious rhetoric\"": 85,\n  \""supportive of rugged individualism\"": 65,\n  \""populist\"": 25,\n  \""pro welfare state\"": 6,\n  \""anger towards other party\"": 5\n}""]",,16.95467495918274,12655,1984,2083,,[],['resp_07934909668f05db0069a812cec3608193a4020e72ea139a43'],True
f9c94ccd_batch0,"[""{\n  \""supportive of rugged individualism\"": 55,\n  \""isolationist\"": 20,\n  \""patriotic rhetoric\"": 60,\n  \""religious rhetoric\"": 35,\n  \""anger towards other party\"": 0,\n  \""foreign policy focus\"": 85,\n  \""pro welfare state\"": 10,\n  \""populist\"": 45\n}""]",,15.544317960739136,16262,1920,2064,,[],['resp_0e623b032ad15e010069a812d5edb481968d1f654067a9c061'],True
055f6851_batch0,"[""{\n  \""foreign policy focus\"": 90,\n  \""populist\"": 25,\n  \""pro welfare state\"": 7,\n  \""patriotic rhetoric\"": 75,\n  \""religious rhetoric\"": 85,\n  \""supportive of rugged individualism\"": 45,\n  \""anger towards other party\"": 5,\n  \""isolationist\"": 15\n}""]",,12.846652746200562,15634,1664,1753,,[],['resp_07d4da0791012d240069a812dcb9c48197bacaec8143b996ab'],True
ef5733ff_batch0,"[""{\n\t\""foreign policy focus\"": 82,\n\t\""isolationist\"": 45,\n\t\""patriotic rhetoric\"": 88,\n\t\""populist\"": 18,\n\t\""supportive of rugged individualism\"": 42,\n\t\""religious rhetoric\"": 50,\n\t\""anger towards other party\"": 12,\n\t\""pro welfare state\"": 38\n}""]",,19.86472797393799,16252,2368,2511,,[],['resp_085ea2545f2a9d1c0069a812e3a3c48199a33586fd5151fd4f'],True
4d9cbbd8_batch0,"[""{\n\t\""pro welfare state\"": 20,\n\t\""supportive of rugged individualism\"": 15,\n\t\""isolationist\"": 25,\n\t\""foreign policy focus\"": 88,\n\t\""patriotic rhetoric\"": 92,\n\t\""religious rhetoric\"": 90,\n\t\""anger towards other party\"": 10,\n\t\""populist\"": 60\n}""]",,17.14087414741516,10910,2048,2143,,[],['resp_0c9fefe54cd61bb00069a812e8b9ec819baaa0c735cda3a02c'],True
84f17467_batch0,"[""{\n  \""populist\"": 62,\n  \""supportive of rugged individualism\"": 40,\n  \""religious rhetoric\"": 85,\n  \""anger towards other party\"": 5,\n  \""foreign policy focus\"": 85,\n  \""pro welfare state\"": 15,\n  \""patriotic rhetoric\"": 86,\n  \""isolationist\"": 25\n}""]",,16.531904935836792,16808,1984,2074,,[],['resp_098030494f4e641e0069a812f0169c81999ac6e374f1a3564e'],True
810575b3_batch0,"[""{\n  \""pro welfare state\"": 8,\n  \""populist\"": 25,\n  \""religious rhetoric\"": 65,\n  \""anger towards other party\"": 78,\n  \""supportive of rugged individualism\"": 35,\n  \""isolationist\"": 18,\n  \""foreign policy focus\"": 85,\n  \""patriotic rhetoric\"": 68\n}""]",,15.398226022720337,17315,1536,1678,,[],['resp_0d999de1cff75d890069a812f781e4819899f824afb94c7b1e'],True
6f6a5ec2_batch0,"[""{\n\t\""patriotic rhetoric\"": 93,\n\t\""foreign policy focus\"": 88,\n\t\""isolationist\"": 22,\n\t\""populist\"": 18,\n\t\""anger towards other party\"": 5,\n\t\""pro welfare state\"": 20,\n\t\""supportive of rugged individualism\"": 22,\n\t\""religious rhetoric\"": 90\n}""]",,14.830732107162476,8186,1728,1815,,[],['resp_0a38523b97771eb80069a812fb684c81908e1893a099530da6'],True
d0e93f5e_batch0,"[""{\n\t\""foreign policy focus\"": 85,\n\t\""patriotic rhetoric\"": 72,\n\t\""anger towards other party\"": 15,\n\t\""pro welfare state\"": 20,\n\t\""isolationist\"": 18,\n\t\""supportive of rugged individualism\"": 38,\n\t\""populist\"": 68,\n\t\""religious rhetoric\"": 52\n}""]",,15.384785890579224,12913,1984,2104,,[],['resp_05d639521d3fce4e0069a81306bc8c8190b511d38809eea6f3'],True
33e41a2a_batch0,"[""{\n  \""supportive of rugged individualism\"": 70,\n  \""populist\"": 65,\n  \""isolationist\"": 15,\n  \""pro welfare state\"": 10,\n  \""anger towards other party\"": 15,\n  \""foreign policy focus\"": 80,\n  \""patriotic rhetoric\"": 95,\n  \""religious rhetoric\"": 60\n}""]",,21.759636878967285,9085,2560,2707,,[],['resp_0aab20ccccd8c2210069a8130067c48190b7e3d8f63fb1f29e'],True
cba4ffd2_batch0,"[""{\n  \""patriotic rhetoric\"": 92,\n  \""pro welfare state\"": 12,\n  \""isolationist\"": 15,\n  \""anger towards other party\"": 22,\n  \""supportive of rugged individualism\"": 18,\n  \""foreign policy focus\"": 85,\n  \""religious rhetoric\"": 72,\n  \""populist\"": 28\n}""]",,18.943187952041626,15026,2048,2143,,[],['resp_0b6b8d96c5c02e3e0069a8130c715c81959103824f7340b9a8'],True
bdb008fb_batch0,"[""{\n  \""foreign policy focus\"": 85,\n  \""supportive of rugged individualism\"": 20,\n  \""patriotic rhetoric\"": 95,\n  \""pro welfare state\"": 12,\n  \""anger towards other party\"": 5,\n  \""isolationist\"": 7,\n  \""populist\"": 28,\n  \""religious rhetoric\"": 75\n}""]",,14.81987476348877,18016,1792,1900,,[],['resp_0a4f940d800926b00069a8131410088195b67e9089e43be7db'],True
fed1da88_batch0,"[""{\n\t\""pro welfare state\"": 25,\n\t\""isolationist\"": 15,\n\t\""religious rhetoric\"": 20,\n\t\""foreign policy focus\"": 85,\n\t\""anger towards other party\"": 10,\n\t\""populist\"": 15,\n\t\""supportive of rugged individualism\"": 12,\n\t\""patriotic rhetoric\"": 90\n}""]",,12.671586036682129,9379,1408,1532,,[],['resp_0241348a6fbe2a560069a813187890819ab5e6e746771dd99a'],True
aadcab0f_batch0,"[""{\n  \""supportive of rugged individualism\"": 18,\n  \""populist\"": 42,\n  \""foreign policy focus\"": 88,\n  \""pro welfare state\"": 52,\n  \""anger towards other party\"": 0,\n  \""isolationist\"": 28,\n  \""religious rhetoric\"": 28,\n  \""patriotic rhetoric\"": 92\n}""]",,17.348488092422485,9927,2048,2169,,[],['resp_07ca3ba0c09688dc0069a8131d69d08190b61bd5c87bd02352'],True
e4c7630d_batch0,"[""{\n  \""religious rhetoric\"": 45,\n  \""foreign policy focus\"": 92,\n  \""populist\"": 18,\n  \""pro welfare state\"": 38,\n  \""supportive of rugged individualism\"": 22,\n  \""patriotic rhetoric\"": 88,\n  \""anger towards other party\"": 12,\n  \""isolationist\"": 14\n}""]",,13.977402925491333,8321,1664,1766,,[],['resp_03f66a887bde30ef0069a81322b59c8198b28967cd6be7f40d'],True
ff2ae587_batch0,"[""{\n  \""isolationist\"": 20,\n  \""supportive of rugged individualism\"": 60,\n  \""pro welfare state\"": 50,\n  \""religious rhetoric\"": 50,\n  \""foreign policy focus\"": 90,\n  \""populist\"": 10,\n  \""patriotic rhetoric\"": 85,\n  \""anger towards other party\"": 5\n}""]",,15.095339059829712,12585,1664,1799,,[],['resp_0427bd92e99e72da0069a8132745e48198b529c2ab9ecef9cb'],True
6317e903_batch0,"[""{\n  \""isolationist\"": 20,\n  \""religious rhetoric\"": 5,\n  \""patriotic rhetoric\"": 90,\n  \""pro welfare state\"": 28,\n  \""foreign policy focus\"": 80,\n  \""supportive of rugged individualism\"": 25,\n  \""anger towards other party\"": 5,\n  \""populist\"": 8\n}""]",,14.000430822372437,8875,1600,1715,,[],['resp_0df3243780cfb6f80069a813310834819ab31e1f49239a178d'],True
af247b3c_batch0,"[""{\n  \""isolationist\"": 20,\n  \""pro welfare state\"": 68,\n  \""religious rhetoric\"": 20,\n  \""foreign policy focus\"": 85,\n  \""populist\"": 35,\n  \""anger towards other party\"": 0,\n  \""supportive of rugged individualism\"": 40,\n  \""patriotic rhetoric\"": 90\n}""]",,14.641263246536255,15207,1664,1808,,[],['resp_07c00f6dcd9830760069a81337c5748198aeef890e65e93bf4'],True
0e843ba2_batch0,"[""{\n  \""isolationist\"": 20,\n  \""foreign policy focus\"": 85,\n  \""religious rhetoric\"": 30,\n  \""pro welfare state\"": 25,\n  \""supportive of rugged individualism\"": 40,\n  \""populist\"": 20,\n  \""patriotic rhetoric\"": 92,\n  \""anger towards other party\"": 0\n}""]",,24.050212144851685,11187,2560,2683,,[],['resp_0428768d30afc2fd0069a8132ea4f08193ad06b1c87d2780f1'],True
cb09259c_batch0,"[""{\n\t\""patriotic rhetoric\"": 90,\n\t\""pro welfare state\"": 40,\n\t\""populist\"": 25,\n\t\""isolationist\"": 10,\n\t\""supportive of rugged individualism\"": 15,\n\t\""religious rhetoric\"": 85,\n\t\""foreign policy focus\"": 80,\n\t\""anger towards other party\"": 0\n}""]",,13.208824872970581,10310,1472,1609,,[],['resp_07b22c04a441fe540069a813469fe88197a3eacdbb86426b04'],True
1ac4527f_batch0,"[""{\n  \""populist\"": 20,\n  \""religious rhetoric\"": 5,\n  \""anger towards other party\"": 10,\n  \""patriotic rhetoric\"": 85,\n  \""isolationist\"": 20,\n  \""supportive of rugged individualism\"": 25,\n  \""foreign policy focus\"": 70,\n  \""pro welfare state\"": 25\n}""]",,25.372952938079834,12203,2624,2762,,[],['resp_0c22d8d1c545f51d0069a8133f136c8195aed2018b76c83428'],True
aa4bb518_batch0,"[""{\n  \""supportive of rugged individualism\"": 10,\n  \""populist\"": 25,\n  \""religious rhetoric\"": 60,\n  \""isolationist\"": 10,\n  \""pro welfare state\"": 70,\n  \""anger towards other party\"": 0,\n  \""patriotic rhetoric\"": 93,\n  \""foreign policy focus\"": 92\n}""]",,24.11868906021118,8022,2752,2850,,[],['resp_0915ce85c9b292440069a81341b54c819087c94332cb485d6a'],True
4a3a2b8d_batch0,"[""{\n  \""supportive of rugged individualism\"": 10,\n  \""pro welfare state\"": 15,\n  \""foreign policy focus\"": 85,\n  \""populist\"": 25,\n  \""religious rhetoric\"": 0,\n  \""isolationist\"": 5,\n  \""patriotic rhetoric\"": 65,\n  \""anger towards other party\"": 0\n}""]",,15.40152907371521,12697,1728,1824,,[],['resp_0df50a215e48074e0069a8134c93488199b60f5399d62a6ef3'],True
85004c71_batch0,"[""{\n  \""religious rhetoric\"": 70,\n  \""populist\"": 50,\n  \""anger towards other party\"": 10,\n  \""supportive of rugged individualism\"": 20,\n  \""pro welfare state\"": 45,\n  \""foreign policy focus\"": 85,\n  \""isolationist\"": 20,\n  \""patriotic rhetoric\"": 80\n}""]",,14.755810737609863,14454,1600,1706,,[],['resp_07deeff00254e4f60069a81353e5f88198a2e855cbcc14656f'],True
11393cc2_batch0,"[""{\n\t\""supportive of rugged individualism\"": 15,\n\t\""isolationist\"": 10,\n\t\""pro welfare state\"": 20,\n\t\""patriotic rhetoric\"": 88,\n\t\""populist\"": 15,\n\t\""religious rhetoric\"": 45,\n\t\""anger towards other party\"": 0,\n\t\""foreign policy focus\"": 75\n}""]",,17.61345410346985,13269,1728,1846,,[],['resp_0acf9a832898cc5e0069a81359b0c4819881fc31a5ae312988'],True
61368202_batch0,"[""{\n\t\""isolationist\"": 15,\n\t\""supportive of rugged individualism\"": 20,\n\t\""anger towards other party\"": 0,\n\t\""religious rhetoric\"": 10,\n\t\""populist\"": 40,\n\t\""patriotic rhetoric\"": 70,\n\t\""pro welfare state\"": 55,\n\t\""foreign policy focus\"": 90\n}""]",,13.754793882369995,10048,1472,1605,,[],['resp_0fe4474fadd2cde70069a81363380481979e3da25389bd847d'],True
256801d6_batch0,"[""{\n  \""pro welfare state\"": 0,\n  \""religious rhetoric\"": 0,\n  \""patriotic rhetoric\"": 70,\n  \""anger towards other party\"": 0,\n  \""isolationist\"": 0,\n  \""foreign policy focus\"": 95,\n  \""supportive of rugged individualism\"": 10,\n  \""populist\"": 20\n}""]",,21.657325267791748,11131,1920,2006,,[],['resp_01aa20cf12b550680069a8135e90688198b763a4ecfe75e27e'],True
278821b0_batch0,"[""{\n  \""foreign policy focus\"": 88,\n  \""religious rhetoric\"": 40,\n  \""isolationist\"": 15,\n  \""pro welfare state\"": 25,\n  \""populist\"": 25,\n  \""patriotic rhetoric\"": 90,\n  \""anger towards other party\"": 5,\n  \""supportive of rugged individualism\"": 12\n}""]",,17.762510776519775,16167,1856,1970,,[],['resp_049dc8983608b92e0069a8136a86a481959c487b88dabe2722'],True
1989c6eb_batch0,"[""{\n  \""isolationist\"": 18,\n  \""patriotic rhetoric\"": 68,\n  \""foreign policy focus\"": 92,\n  \""anger towards other party\"": 0,\n  \""populist\"": 20,\n  \""pro welfare state\"": 0,\n  \""religious rhetoric\"": 42,\n  \""supportive of rugged individualism\"": 25\n}""]",,18.884889125823975,12389,2176,2299,,[],['resp_09fcf06622401a630069a813711f088198a38e445f5a9ddef0'],True
01e61af1_batch0,"[""{\n  \""populist\"": 28,\n  \""religious rhetoric\"": 80,\n  \""pro welfare state\"": 72,\n  \""supportive of rugged individualism\"": 28,\n  \""patriotic rhetoric\"": 92,\n  \""anger towards other party\"": 5,\n  \""foreign policy focus\"": 88,\n  \""isolationist\"": 12\n}""]",,15.040094375610352,16313,1472,1600,,[],['resp_04f3e4dbf5b672dc0069a813774e00819abe82e5e253ec13a8'],True
ff83fe27_batch0,"[""{\n  \""supportive of rugged individualism\"": 72,\n  \""religious rhetoric\"": 0,\n  \""foreign policy focus\"": 0,\n  \""isolationist\"": 8,\n  \""pro welfare state\"": 0,\n  \""populist\"": 58,\n  \""anger towards other party\"": 12,\n  \""patriotic rhetoric\"": 88\n}""]",,19.775723934173584,7073,2368,2504,,[],['resp_048e7060e2bbae690069a8137c1e14819a88f7832d1af1c8a1'],True
8a15d6a4_batch0,"[""{\n  \""foreign policy focus\"": 82,\n  \""populist\"": 70,\n  \""patriotic rhetoric\"": 88,\n  \""supportive of rugged individualism\"": 28,\n  \""pro welfare state\"": 18,\n  \""religious rhetoric\"": 30,\n  \""anger towards other party\"": 5,\n  \""isolationist\"": 12\n}""]",,15.190425157546997,16536,1664,1805,,[],['resp_0130109f17f93e120069a813827f0881908ce9c30a693536eb'],True
e347cf78_batch0,"[""{\n  \""isolationist\"": 25,\n  \""supportive of rugged individualism\"": 70,\n  \""populist\"": 65,\n  \""patriotic rhetoric\"": 90,\n  \""foreign policy focus\"": 90,\n  \""pro welfare state\"": 10,\n  \""anger towards other party\"": 15,\n  \""religious rhetoric\"": 25\n}""]",,16.86212396621704,18583,1984,2100,,[],['resp_052a17a93013f6530069a8138a33fc819ab21a548cf4c117b4'],True
921c3c4f_batch0,"[""{\n\t\""anger towards other party\"": 20,\n\t\""isolationist\"": 15,\n\t\""religious rhetoric\"": 5,\n\t\""pro welfare state\"": 75,\n\t\""supportive of rugged individualism\"": 28,\n\t\""populist\"": 15,\n\t\""patriotic rhetoric\"": 85,\n\t\""foreign policy focus\"": 90\n}""]",,14.811286926269531,17657,1600,1703,,[],['resp_0a1c69c98bcc44cf0069a81391c524819791cc12fef0b18faa'],True
5aa96acd_batch0,"[""{\n  \""pro welfare state\"": 60,\n  \""foreign policy focus\"": 92,\n  \""populist\"": 55,\n  \""religious rhetoric\"": 5,\n  \""supportive of rugged individualism\"": 68,\n  \""isolationist\"": 15,\n  \""anger towards other party\"": 12,\n  \""patriotic rhetoric\"": 90\n}""]",,16.385552883148193,18571,1664,1774,,[],['resp_0bac9711c16b87e70069a8139a08808194a7d1d560d88ec645'],True
bcc98584_batch0,"[""{\n  \""supportive of rugged individualism\"": 15,\n  \""anger towards other party\"": 10,\n  \""isolationist\"": 10,\n  \""foreign policy focus\"": 93,\n  \""pro welfare state\"": 50,\n  \""populist\"": 25,\n  \""religious rhetoric\"": 7,\n  \""patriotic rhetoric\"": 80\n}""]",,18.579806089401245,14317,2048,2169,,[],['resp_0d90a2c03ca577b00069a813a0467c819a9a89c6cb76d1f65d'],True
78dfc9f9_batch0,"[""{\n  \""populist\"": 28,\n  \""religious rhetoric\"": 60,\n  \""anger towards other party\"": 0,\n  \""isolationist\"": 25,\n  \""foreign policy focus\"": 85,\n  \""patriotic rhetoric\"": 70,\n  \""supportive of rugged individualism\"": 15,\n  \""pro welfare state\"": 25\n}""]",,16.573827028274536,19276,1792,1890,,[],['resp_05fb2e9864cb87b10069a813a877e0819abaef6bf71fbf868e'],True
8e343b3f_batch0,"[""{\n\t\""populist\"": 60,\n\t\""anger towards other party\"": 0,\n\t\""religious rhetoric\"": 85,\n\t\""patriotic rhetoric\"": 92,\n\t\""foreign policy focus\"": 85,\n\t\""supportive of rugged individualism\"": 70,\n\t\""isolationist\"": 25,\n\t\""pro welfare state\"": 15\n}""]",,19.30387306213379,19507,2432,2556,,[],['resp_053e654e8ed5ffe80069a813b0aff88190b6d7634a34899495'],True
f068e6d5_batch0,"[""{\n  \""populist\"": 50,\n  \""patriotic rhetoric\"": 85,\n  \""religious rhetoric\"": 5,\n  \""foreign policy focus\"": 94,\n  \""isolationist\"": 42,\n  \""anger towards other party\"": 5,\n  \""supportive of rugged individualism\"": 68,\n  \""pro welfare state\"": 12\n}""]",,16.18879199028015,17971,2112,2209,,[],['resp_048c1ee9358740f40069a813b8689c8194811390c2ab6ba0ed'],True
2a691a78_batch0,"[""{\n  \""patriotic rhetoric\"": 90,\n  \""isolationist\"": 40,\n  \""pro welfare state\"": 20,\n  \""supportive of rugged individualism\"": 40,\n  \""religious rhetoric\"": 8,\n  \""foreign policy focus\"": 85,\n  \""anger towards other party\"": 10,\n  \""populist\"": 45\n}""]",,14.119372844696045,15935,1600,1724,,[],['resp_020cfc5a929a14630069a813bf6274819a94c82e11639c4a8b'],True
3c813bfd_batch0,"[""{\n  \""isolationist\"": 10,\n  \""pro welfare state\"": 0,\n  \""anger towards other party\"": 60,\n  \""foreign policy focus\"": 95,\n  \""patriotic rhetoric\"": 85,\n  \""religious rhetoric\"": 40,\n  \""populist\"": 20,\n  \""supportive of rugged individualism\"": 25\n}""]",,12.175670146942139,19903,1408,1500,,[],['resp_07a3618b45080bbc0069a813c791c88198863c654e70ecfbec'],True
e317b9d4_batch0,"[""{\n  \""pro welfare state\"": 2,\n  \""isolationist\"": 5,\n  \""foreign policy focus\"": 88,\n  \""supportive of rugged individualism\"": 70,\n  \""anger towards other party\"": 3,\n  \""patriotic rhetoric\"": 85,\n  \""populist\"": 28,\n  \""religious rhetoric\"": 25\n}""]",,11.04380488395691,22094,576,699,,[],['resp_0e24f5cd3b2be9eb0069a814d36c588193b475d40483468a0b'],True
2e2e3041_batch0,"[""{\n  \""populist\"": 15,\n  \""isolationist\"": 5,\n  \""pro welfare state\"": 70,\n  \""religious rhetoric\"": 5,\n  \""foreign policy focus\"": 80,\n  \""patriotic rhetoric\"": 75,\n  \""supportive of rugged individualism\"": 45,\n  \""anger towards other party\"": 5\n}""]",,13.161772012710571,25730,704,797,,[],['resp_01fe4dc1941842510069a814d38088819b870654786e1d5f53'],True
3b77f34c_batch0,"[""{\n  \""isolationist\"": 35,\n  \""religious rhetoric\"": 60,\n  \""anger towards other party\"": 10,\n  \""pro welfare state\"": 5,\n  \""patriotic rhetoric\"": 92,\n  \""supportive of rugged individualism\"": 82,\n  \""foreign policy focus\"": 85,\n  \""populist\"": 80\n}""]",,14.068009853363037,25654,832,965,,[],['resp_0dfd976daa9569d00069a814d3694c81988811476f1fca28d8'],True
96be3758_batch0,"[""{\n  \""pro welfare state\"": 10,\n  \""patriotic rhetoric\"": 62,\n  \""religious rhetoric\"": 34,\n  \""supportive of rugged individualism\"": 66,\n  \""foreign policy focus\"": 88,\n  \""populist\"": 56,\n  \""isolationist\"": 80,\n  \""anger towards other party\"": 14\n}""]",,14.07768702507019,23918,832,922,,[],['resp_084575e0da0f9d820069a814d375fc81999d959b9970751d30'],True
55a4061a_batch0,"[""{\n  \""anger towards other party\"": 5,\n  \""pro welfare state\"": 25,\n  \""religious rhetoric\"": 8,\n  \""supportive of rugged individualism\"": 80,\n  \""foreign policy focus\"": 70,\n  \""patriotic rhetoric\"": 92,\n  \""isolationist\"": 10,\n  \""populist\"": 30\n}""]",,9.63616394996643,12090,512,614,,[],['resp_0083ec76dd6dd2810069a814d7edec8190ad1284537d10a21a'],True
