Identifier,Response,Web Search Sources,Time Taken,Input Tokens,Reasoning Tokens,Output Tokens,Reasoning Effort,Error Log,Response IDs,Successful
3de0fe54_batch0_run3,"[""{\n\t\""Restrictive to Business\"": 40,\n\t\""GDP growth in 2024\"": 0,\n\t\""Business friendly\"": 55\n}""]",,12.416822910308838,497,960,1037,,[],['resp_04d5ab2cfa384cbb0069abbaca133081968563e0be963a8810'],True
b23d1299_batch0_run3,"[""{\n\t\""Business friendly\"": 45,\n\t\""GDP growth in 2024\"": 3,\n\t\""Restrictive to Business\"": 32\n}""]",,12.604320764541626,494,896,981,,[],['resp_081d384c5195b09a0069abbaca68b48198b666ecd4306bc136'],True
ba4ce17f_batch0_run3,"[""{\n\t\""Business friendly\"": 62,\n\t\""GDP growth in 2024\"": 60,\n\t\""Restrictive to Business\"": 38\n}""]",,13.878711938858032,493,1088,1143,,[],['resp_0d59c5746bafb22d0069abbac98e00819abf7cb06b79fc1b5b'],True
1a16eb6d_batch0_run3,"[""{\n\t\""Restrictive to Business\"": 12,\n\t\""Business friendly\"": 78,\n\t\""GDP growth in 2024\"": 73\n}""]",,13.22044587135315,493,832,889,,[],['resp_00f8c1f15f2526e10069abbaca4238819a8e45709aa4350937'],True
81b1a83c_batch0_run3,"[""{\n\t\""GDP growth in 2024\"": 72,\n\t\""Restrictive to Business\"": 28,\n\t\""Business friendly\"": 72\n}""]",,13.118651151657104,496,704,761,,[],['resp_006e2d6a518a87f10069abbaca7078819b847d93e781a0346b'],True
921c27a0_batch0_run3,"[""{\n\t\""GDP growth in 2024\"": 58,\n\t\""Restrictive to Business\"": 65,\n\t\""Business friendly\"": 40\n}""]",,15.242481708526611,493,1024,1087,,[],['resp_06f4f4cde49cb81f0069abbac8d06c819aa5f729c5a6dcc31c'],True
6111b3c1_batch0_run3,"[""{\n\t\""Business friendly\"": 78,\n\t\""GDP growth in 2024\"": 70,\n\t\""Restrictive to Business\"": 30\n}""]",,14.019337892532349,494,1152,1193,,[],['resp_052aab5b4798057f0069abbaca35388199ac5d3a5b77872158'],True
997c4cba_batch0_run3,"[""{\n\t\""Business friendly\"": 77,\n\t\""Restrictive to Business\"": 33,\n\t\""GDP growth in 2024\"": 70\n}""]",,15.473988056182861,495,1088,1143,,[],['resp_02ff6372f7f72df00069abbac8fb148199bcb1d496df23cbe3'],True
20607e7f_batch0_run3,"[""{\n\t\""Business friendly\"": 68,\n\t\""Restrictive to Business\"": 22,\n\t\""GDP growth in 2024\"": 58\n}""]",,17.720135927200317,499,1152,1205,,[],['resp_070f7a33cec589bd0069abbac6d7948199a231a59301dfaaa1'],True
5a0c3c00_batch0_run3,"[""{\n\t\""Restrictive to Business\"": 28,\n\t\""Business friendly\"": 67,\n\t\""GDP growth in 2024\"": 62\n}""]",,19.054845094680786,499,1344,1398,,[],['resp_0bb6874c88d1b4e40069abbac8fac0819ab3fddc600996a19c'],True
