newspaper,date,headline,text,gabriel_econ_sentiment,EPU,state_flag,state_codes,source_file,num_art_np_day,vader_sentiment,textblob_sentiment,finbert_sentiment
MNT,07/04/2026,Govt eyes induction stove loan subsidy,"India is planning a major push to increase the share of electric cooking stoves in its kitchens, as a shortage of cooking gas triggered by the West Asia war continues to hit households. The plan may involve bringing multilateral financial institutions to arrange zero-interest loans through state-run Energy Efficiency Services Ltd. The EESL is likely to redesign and ramp up the three-year-old National Efficient Cooking Programme to meet a surge in demand for what was largely a niche product before the conflict, two people aware of the matter said. Under the model under consideration, a third party would subsidize the interest on equated monthly instalments, lowering the cost burden for economically weaker consumers. The existing programme has no provision for an interest subsidy. “EESL is in talks with several financial institutions including World Bank and ADB,” one of the two people said. “It would be a sort of subsidy on the interest, which the financial institutions can support with.” Once the loan from the multilateral institution is tied up, EESL will use it to support zero interest loans for induction stoves. Under this model, a tie-up with financing private or public sector banks may be worked out wherein if a person procures a cookstove from EESL on EMI, then the consumer needs to pay only the principal part of it every month, and the interest will be paid by the financial institution. Demand for electric cookstoves shot up after the West Asia war began, as consumers rushed to compensate for a shortage in LPG cylinders. As demand rises, procurement of cooktops by EESL under the scheme is also being scaled up. A tender for 100,000 cookstoves has recently closed and two more tenders are scheduled for a total of 500,000 units. Given the demand, the phase-wise target may have to be revised. The programme was launched with a target of deploying 2 million cookstoves. Nearly 65% of India’s annual LPG demand of 33 million tonnes is imported—about 90% from West Asia—exposing households to global disruptions and putting pressure on the country’s import bill. Kirit Parikh said the shift towards induction-based cooking is needed urgently since most LPG is imported and the imports are concentrated. Saurabh Kumar said induction cookstoves can very well replace LPG, but availability and awareness will be key, and one way to ensure efficient adoption is to link the programme to PM Surya Ghar Yojana so households already using solar power can be approached easily.",45,0,0,NA,Mint - Mumbai 07-04-2026.pdf,52,96.3,55.3,93.4
MNT,07/04/2026,"Crash, plane crunch drive traffic pain for airlines","India's domestic air passenger traffic growth was already cooling from the highs of post-pandemic revenge travel. Last fiscal is estimated to have been the worst since then because of multiple setbacks—grounded planes, frequent disruptions and heightened regulatory scrutiny after the country’s worst air crash in decades. Air passenger traffic rose 1.6% between April and February, according to Icra. The ratings agency estimates an up to 3% growth in fiscal year 2026. The number of Indians flying grew by 59% and 56% in FY22 and FY23, respectively. This growth slowed to 16% in FY24 and 7.6% in the following year. The slowdown, however, does not represent a lack of demand. Passenger load factor, a measure of occupancy levels in a flight, remained elevated at around 93%. The fatal Air India crash in June 2025 triggered heightened regulatory scrutiny and stricter safety checks across the industry. This led to lower aircraft utilization and operational delays. The operational meltdown in December at IndiGo led the DGCA to cut 10% of its daily flights. Another major drag has been aircraft availability. According to Icra, 13-15% of the industry’s fleet remained grounded as of February 2026, primarily due to engine failures and supply chain constraints. This directly reduced the number of planes in operation, limiting capacity addition even as demand remained robust. International passenger traffic has also taken a hit because of the closure of Pakistani airspace and restrictions in West Asia airspace due to the US-Iran war, forcing airlines to reroute long-haul flights. The war has also driven up fuel costs, resulting in higher fares and additional surcharges. Indian airlines carried 30.3 million international passengers in the first 10 months of FY26, a year-on-year increase of 8.5%, compared with stronger growth in FY25. Despite the slowdown, India’s top airlines are planning major expansion. By 2035, IndiGo plans to add 900 aircraft, Air India 541, and Akasa Air 189. Icra expects the aviation industry to report losses of ₹17,000-18,000 crore in FY26, with only some improvement in FY27, and has changed its outlook for the sector to negative from stable due to ongoing uncertainties. Some analysts still believe the FY27 outlook is stable, subject to geopolitical developments, and that industry growth is likely to remain in high single digits, driven more by aircraft supply than demand.",30,0,0,NA,Mint - Mumbai 07-04-2026.pdf,52,2.5,49.3,96.4
MNT,07/04/2026,Samsung to Xiaomi raise smartphone prices by up to 40%,"The West Asia war and a memory chip scarcity have finally spilled over into smartphone prices, with leading smartphone makers raising prices by as much as 40%. India’s top three smartphone brands Vivo, Oppo and Samsung, and their smaller rivals Realme and Xiaomi, have raised prices across their portfolios, company emails to retailers show. The hikes are significant: smartphones make for India’s single-largest electronics category, with sales of over $43 billion through 2025. However, the segment has struggled since the covid pandemic in 2021, as the market got increasingly saturated. While companies so far managed single-digit revenue growth on the back of rising premium phone sales, the current market conditions come as a double whammy: consumers are deferring phone purchases due to rising prices of basic needs such as cooking gas even as the rise in prices does nothing to aid the ailing market. Vivo India increased prices of multiple phones over three tranches from October to March. Samsung increased prices across its mid-range smartphones, including the Galaxy A56 and A36 lines, which returned in slightly modified avatars at much higher prices. Oppo increased prices of five models by up to 18%. Vivo, Samsung and Oppo accounted for 47% of the 152 million smartphones sold in the country last year, according to IDC India. Taking Realme and Xiaomi into account, these five brands represent two-thirds of all smartphones sold in India every year. Analysts and retailers said the price increases are very likely just the start. According to Counterpoint India, memory chip prices for smartphones have gone up by over 120% from December to February. This has led to significant disruption, which was absorbed over the past three months due to available inventory with retailers. Now, the impact is being felt. The cost of a memory chip is up to almost 40% of a smartphone’s bill of materials cost from about 18% before. Component makers are increasing prices to meet demand, and with consumer demand stagnant, brands are now passing the cost on to their retail networks. Retailers said they have already been told the current price hikes are permanent and further increases are likely in coming quarters as memory chip prices are unlikely to reduce before the first half of 2027. Some price increases are also due to rising costs of commodities such as plastic used for moulding phones because of the West Asia war. The current price increases could lead to a drop of almost 10% in annual smartphone sales in India and a similar crash in net smartphone market revenue. Consumers are spending money only on necessary commodities as the cost of fuel and cooking gas rises, and smartphone upgrades are being delayed as buyers turn to the second-hand market or temporary repairs.",20,0,0,NA,Mint - Mumbai 07-04-2026.pdf,52,6.6,51.8,97.0
MNT,07/04/2026,Government eyes biodegradable sachets to tackle plastic litter surge,"The government is working on an ambitious plan to encourage consumer goods makers to use biodegradable sachets to reduce plastic litter, curb soil pollution, and prevent drain blockages. The department of consumer affairs' plan involves transitioning a wide range of sachet-based products to eco-friendly packaging by developing plastic-free, biodegradable alternatives for one of the most widely used packaging formats in the country, two people aware of the matter said. The plan involves engaging all stakeholders and encouraging them to adopt it step by step, starting with a few products on a pilot basis. To start with, the ministry has planned to work towards replacing sachets used for pan masala and gutkha, which are a key contributor to littering in both urban and rural areas. While their low cost and convenience have made plastic sachets a staple, the small packs also represent one of the largest sources of plastic litter. This comes against the backdrop of India’s ban on single-use plastic. The country generates around 3.5 million tonnes of plastic waste annually, according to the Central Pollution Control Board, and around 40% is littered and remains uncollected. Sachets are used across many product categories including personal care items, pan masala, gutkha, instant coffee, spices, sauces, dairy whitener, detergent powder, dishwashing liquid and floor cleaners. Pan masala and gutkha are widely consumed across India and largely sold in small sachets. Designed for strength and shelf life, these sachets are among the highest-volume single-use packaging formats, with tens of billions produced annually. Manufacturers shifted to multi-layered paper-based laminates to comply, but these sachets remain non-biodegradable and difficult to collect or recycle due to their small size and mixed materials. Many end up as litter in streets, drains, fields and water bodies. The continued use of plastic-based adhesives, especially in the informal sector, further weakens the rules. This calls for biodegradable, plastic-free and scalable sachet alternatives for pan masala, gutkha and other consumer goods widely used in sachets. Industry executives said the transition is doable, but the key issue is the higher costs, as biodegradable sachets are more expensive than plastic ones.",55,0,0,NA,Mint - Mumbai 07-04-2026.pdf,52,63.7,50.8,79.1
MNT,07/04/2026,India raises gas supply for fertilizer companies,"India has increased the allocation of natural gas to urea plants as supply improves after disruptions due to the Middle East crisis, according to the oil ministry. Overall gas supply to fertilizer plants has been raised to about 90% of their average consumption, from 70% to 75%, the ministry said. India had faced supply constraints after liquefied natural gas shortages linked to the Iran war forced some urea manufacturers to shut their plants ahead of the monsoon planting season. LNG is a key raw material to produce the crop nutrient, and the nation is the world’s largest importer of urea. The government made the decision to increase the gas allocation based on available inventory and scheduled LNG arrivals, and no dry-outs have been reported at LPG distributorships. India is also looking to secure imports, with Indian Potash issuing a tender to buy 2.5 million tonnes of urea ahead of the sowing season.",60,0,0,NA,Mint - Mumbai 07-04-2026.pdf,52,22.1,50.9,96.9
MNT,07/04/2026,BofA cuts Indian cos’ earnings estimates,"Despite rising optimism, Amish Shah, head of India research at BofA Global Research, remains unconvinced by the India outperformance story, expecting the country to lag its emerging-market peers and cutting his earnings growth estimates for Indian companies for the second time in a row. He said crude prices have risen and some energy infrastructure assets in West Asia have been affected by the war. Even if tensions ease, supplies are unlikely to return to pre-war levels soon, keeping prices elevated for longer. This is expected to affect growth and keep commodity prices, including aluminium and copper, elevated. Brent crude oil prices have shot up by over 42% since the war broke out at the end of February. Given this, BofA saw little point in waiting for May earnings announcements and instead built in more realistic estimates to arrive at revised price targets. The brokerage has cut its 2026-27 Nifty earnings growth further to 8.5% year-on-year, down from 11% in early March and 14% pre-war. Since the war in West Asia began, the Nifty 50 and S&P BSE Sensex have slumped by around 9% each, while the Nifty Midcap 100 and Nifty Smallcap 250 have fallen as well. Shah said there is scope for a rally if the conflict ends, but a prolonged war remains the biggest risk factor for equities even now. He added that even if the conflict ends by the end of 2026, foreign flows are unlikely to turn meaningfully positive, though persistent outflows could ease with some reversal.",25,0,0,NA,Mint - Mumbai 07-04-2026.pdf,52,5.5,42.0,1.6
MNT,07/04/2026,‘Global economy in permanent volatility’,"Trade fragmentation, along with the ongoing West Asia conflict, means that 2026 could prove more challenging, as the global economy moves from episodic shocks to a state of permanent volatility, finance minister Nirmala Sitharaman said on Monday. However, India has sufficient fiscal space to sustain its asset-creating public expenditure, while the central bank has room to cut interest rates to support growth, aided by the government’s commitment to fiscal prudence, she said. The escalation of the Middle East conflict has evolved from a regional security concern into a systemic tremor, threatening the vital arteries of global energy and hardening the lines of a new multipolar world order, Sitharaman said at an event organized by the National Institute of Public Finance and Policy in New Delhi. The US and Israel launched coordinated strikes on Iran on 28 February, triggering retaliation and a wider regional conflict, with Tehran blocking access to the strategic Strait of Hormuz through which about a fifth of global oil trade passes. Sitharaman said 2025 was monumental in more ways than initially expected. Trade fragmentation has introduced severe uncertainty into global supply chains. This led to sharp downward revisions in global growth forecasts, but the year ended more optimistically than previously perceived, particularly for India. The finance minister also noted that global public debt has surged to approximately $106 trillion, exceeding 95% of global gross domestic product.",30,1,0,NA,Mint - Mumbai 07-04-2026.pdf,52,22.4,53.4,19.8
MNT,07/04/2026,India’s services sector slows as Iran war dents demand,"India’s services sector grew at its slowest pace in 14 months during March, mirroring the slowdown in the growth of new business intakes, as the West Asia conflict hit domestic demand, a private survey showed. The HSBC India Services Purchasing Managers’ Index, compiled by S&P Global, fell to 57.5 in March from 58.1 in February, marking the weakest rate of expansion in 14 months but remaining above its long-run average of 54.4. Despite the slowdown in growth, the sector saw a record increase in international orders, while input cost pressures remained at their most intense since mid-2022. While new business gains continued to underpin growth, output was constrained by the detrimental impact of the West Asia war on demand, market conditions and tourism, the survey said. Intakes of new work rose at the slowest pace since January 2025. Softer increases in sales were noted in finance and insurance, real estate and business services, and transport, information and communication. Conversely, all four categories recorded quicker expansions in new export orders, causing overall growth in foreign sales to approach a series peak. Panelists noted gains from Africa, Asia, Australia, Europe, the Americas and the Middle East. HSBC said India’s services sector stayed in expansion mode in March, but growth momentum eased for a second consecutive month. Demand remained resilient, led by new export orders, yet input cost inflation accelerated to its fastest pace since 2022, indicating that higher fuel, transport and logistics costs are feeding into services. Of the four broad areas monitored, the quickest increases in input costs and output charges were seen in consumer services and finance and insurance, respectively. The latest report also showed a third consecutive monthly increase in employment. The pace of job creation was the strongest since mid-2025 as business confidence boosted hiring. Firms were at their most upbeat on the outlook for output in close to 12 years, underpinned by hopes of an improvement in demand and market conditions, as well as advertising and better customer relations. The HSBC India Composite PMI Output Index also fell from 58.9 in February to 57.0 in March, marking the weakest rate of expansion in nearly three-and-a-half years.",35,0,0,NA,Mint - Mumbai 07-04-2026.pdf,52,99.5,57.1,1.5
MNT,07/04/2026,Moody’s retains Baa3 rating for India but warns of risks from war,"International rating agency Moody’s retained its Baa3 (BBB-) sovereign credit rating for India with a stable outlook, but warned that the ongoing conflict in West Asia would moderate real GDP growth to 6% in FY27 and raise inflation risks. The stable outlook incorporates India’s gradually improving fiscal metrics since emerging from the pandemic and resilient growth prospects compared with peers, the rating agency said.",45,0,0,NA,Mint - Mumbai 07-04-2026.pdf,52,94.2,53.3,97.2
MNT,07/04/2026,Summer crop sowing inches up; rice cultivation area declines,"India’s summer crop sowing has edged up marginally so far this season, with higher acreage under pulses, coarse cereals and oilseeds offsetting a sharp decline in rice, amid concerns over input supplies following the war in West Asia. Total area under summer crops stood at 5.82 million hectares as of 3 April, up from 5.78 million hectares a year earlier, according to the ministry of agriculture.",50,0,0,NA,Mint - Mumbai 07-04-2026.pdf,52,20.0,51.6,97.4
MNT,07/04/2026,"Cost of home-cooked veg thali flat in March, non-veg falls 1%: Crisil","The cost of a home-cooked vegetarian thali remained unchanged year-on-year in March, while the price of a non-vegetarian thali declined by about 1%, mainly because of lower broiler prices, according to the latest Crisil Roti Rice Rate report. The report calculates the average cost of preparing a thali, or a meal, based on prevailing input prices across north, south, east and west India.",55,0,0,NA,Mint - Mumbai 07-04-2026.pdf,52,35.2,58.6,3.5
MNT,07/04/2026,RBI rate-setting panel begins meet; decision on Wednesday,The Reserve Bank of India’s rate-setting panel on Monday started its three-day brainstorming session on the first bi-monthly monetary policy of the fiscal amid expectations of a status quo on the benchmark lending rate in view of apprehensions of a spike in inflation due to the West Asia war. The decision of the six-member Monetary Policy Committee will be announced on Wednesday.,50,0,0,NA,Mint - Mumbai 07-04-2026.pdf,52,15.0,53.1,24.5
MNT,07/04/2026,GeM facilitates transactions worth ₹5.03 trillion in 2025-26,"Public procurement platform Government e-Marketplace facilitated transactions worth ₹5.03 trillion in 2025-26, down 7.4% from the previous fiscal, a senior official said. GeM facilitated transactions worth ₹5.43 trillion in 2024-25. GeM chief executive officer Mihir Kumar said the decline in growth can be attributed to a reduced contribution from the coal ministry, whose share in total sales fell from 34% to 20% in 2025-26.",40,0,0,NA,Mint - Mumbai 07-04-2026.pdf,52,88.2,52.3,1.2
MNT,07/04/2026,Central bank proposes tighter rules for bank agents,"The Reserve Bank of India on Monday proposed tighter rules for bank agents delivering last-mile services in rural and underbanked regions, including stricter oversight, revised pay structures and stronger due diligence. The central bank outlined plans to reclassify and regulate business correspondents under two distinct models, enhance monitoring, and revise compensation structures.",50,0,0,NA,Mint - Mumbai 07-04-2026.pdf,52,64.8,52.2,50.0
MNT,07/04/2026,"Serum Institute, Trivitron in talks to take MyLab global","Adar Poonawalla-led Serum Institute of India is in talks to partner with medical device maker Trivitron Healthcare to scale up its investment in MyLab Discovery Solutions and expand the Pune-based diagnostics provider’s operations internationally, according to people familiar with the matter. Chandra Ganjoo and Gurinder Bir Kaur have been listed as directors on the board of a new joint venture, Mylab Trivitron Next Gen Technologies, according to a legal filing. The deal is in advanced stages of due diligence and the final contours are yet to be decided. A separate entity has been created to get rid of MyLab’s debt and facilitate the investment. MyLab founder Hasmukh Rawal said the joint venture is being structured for better international opportunities in distribution and manufacturing with Trivitron’s global reach and presence, with a focus on high-end technologies. MyLab will benefit from Trivitron’s manufacturing capabilities to bolster its presence in in-vitro diagnostics and molecular diagnostics in India and overseas markets. Set up in 2016, MyLab develops and sells diagnostic kits used in human diagnostics, food safety, agriculture and veterinary medicine. The Poonawalla group holds 49% in the firm. MyLab’s income and operating margin fell after covid, with revenue dropping sharply before recovering to ₹147 crore in FY24 with a profit of ₹1.8 crore. Chennai-based Trivitron manufactures and trades medical equipment, devices and consumables, has joint ventures with global medical technology players and has a presence in Turkey, Finland, the US and China.",65,0,0,NA,Mint - Mumbai 07-04-2026.pdf,52,97.7,53.2,50.0
MNT,07/04/2026,E-bike firm Matter eyes $50 mn in fresh round,"Electric motorcycle manufacturer Matter Motor Works is seeking to raise fresh capital in a Series C funding round. The company is in discussions with existing and new investors to support market expansion this financial year and the round could value the company at around $300 million post-money, according to people in the know. Co-founder Mohal Lalbhai confirmed the fundraise and said the company is raising around $50 million. The round is being led by existing investors including Capital 2B and JAL Innovation Fund, and is likely to close within three months. The fundraising comes as India’s electric motorcycle segment struggles to gain traction despite policy support and investor interest. Battery-powered motorbikes contributed less than 1% of the 1.14 million electric two-wheelers sold during FY25, according to Niti Aayog.",45,0,0,NA,Mint - Mumbai 07-04-2026.pdf,52,94.7,50.4,50.0
MNT,07/04/2026,"InCred Alt secures ₹1,500 crore for its maiden credit fund","InCred Alternatives has closed its maiden special opportunities credit fund with a corpus of ₹1,500 crore, joining a growing wave of investment firms entering India’s expanding private credit market. The fund has raised capital from domestic family offices, ultra-high-net-worth individuals and international investors. About 75% of the fund has already been deployed across sectors such as auto, power, oil and gas, and hospitality. The fund primarily focuses on old-economy businesses with hard asset coverage, established cash flows and clear structural downside protection built in at the time of investment. InCred Group said its alternatives arm, launched in 2022, has built a track record in origination, underwriting, active portfolio management and income distribution.",70,0,0,NA,Mint - Mumbai 07-04-2026.pdf,52,97.2,51.7,50.0
MNT,07/04/2026,Wipro secures $1 billion contract from Singapore’s Olam Group,"Wipro has bagged a $1 billion, eight-year contract from Singapore-headquartered food processing major Olam Group, marking its first mega deal in nearly six years. As part of a broader engagement, India’s fourth-largest IT services provider will acquire Mindsprint, Olam’s IT arm, for $375 million in an all-cash deal. The Bengaluru-based firm will manage Olam’s end-to-end IT transformation services. Olam committed to spend at least $800 million over eight years in modernizing its IT systems with an option to spend more than $1 billion in total. Wipro’s shares opened higher after the announcement. The acquisition gives Wipro access to Mindsprint’s agri-domain platforms and capabilities. The deal comes at a time when Wipro is staring at the possibility of a third straight year of revenue decline amid an uncertain macroeconomic environment due to the war in West Asia. Wipro’s management said the deal would expand its footprint in the food and agribusiness industry and scale the impact of Wipro Intelligence across the farm-to-fork value chain.",75,0,0,NA,Mint - Mumbai 07-04-2026.pdf,52,92.4,53.4,91.5
MNT,07/04/2026,Gulf funds agree to back Paramount’s $81 bn Warner takeover,"Paramount has received signed equity commitments of close to $24 billion from three sovereign-wealth funds led by Saudi Arabia to help back its takeover of Warner Bros. Discovery, according to people familiar with the matter. Saudi Arabia’s Public Investment Fund has agreed to provide roughly $10 billion of the nearly $24 billion. The agreements also include Qatar Investment Authority and Abu Dhabi’s L’imad Holding Co. The commitments by the Middle East funds coincide with the region’s increased economic and political unrest caused by the US and Israel’s war with Iran. Paramount announced its deal to buy Warner Discovery in February. The commitments by the Gulf investors will help offset the cost for the Ellison family and RedBird Capital Partners. The Gulf investors won’t have voting rights in the new Paramount-Warner entity and their involvement is not expected to trigger a mandatory review by US regulators, people familiar with the matter said.",55,0,0,NA,Mint - Mumbai 07-04-2026.pdf,52,92.2,55.2,90.0
MNT,07/04/2026,Fashion brand Nykaa sees fastest quarterly revenue growth in 3 yrs,"Indian fashion-to-beauty retailer Nykaa said it expects net revenue to grow in the late-20% range in the fourth quarter of FY26, its fastest in three years, led by improved fashion sales and steady demand in the beauty segment. The retailer said fourth-quarter consolidated net sales value is expected to grow in the early-30% range, while consolidated gross merchandise value is forecast to rise in the late-20% range.",75,0,0,NA,Mint - Mumbai 07-04-2026.pdf,52,89.8,50.6,97.7
MNT,07/04/2026,"OpenAI proposes safety nets, grid upgrades for new AI era","OpenAI has released policy recommendations to navigate an era of artificial intelligence-fuelled upheaval, including creation of a public wealth fund, fast-response social safety net and speedier electrical grid development. In a document titled Industrial Policy for the Intelligence Age: Ideas to Keep People First, OpenAI proposed policies related to AI superintelligence, referred to as software that can outperform humans in all tasks.",50,0,0,NA,Mint - Mumbai 07-04-2026.pdf,52,94.0,47.4,50.0
MNT,07/04/2026,JIIF plans to invest ₹80-100 cr over 12-18 months in early-stage firms,"Investment platform JITO Incubation and Innovation Foundation said it plans to invest ₹80-100 crore in early-stage startups over the next 12-18 months. The platform has invested over ₹150 crore across more than 100 pre-seed and seed-stage startups over the past two years, and reported more than 15 exits during the period.",65,0,0,NA,Mint - Mumbai 07-04-2026.pdf,52,69.1,59.4,50.0
MNT,07/04/2026,"UAE’s Valura.ai makes India debut, onboards 1,000 wealth advisors","Valura.ai, an AI-native global investment platform, announced the onboarding of over 1,000 wealth advisors across India ahead of its official launch, with a collective assets under management pipeline exceeding ₹3,000 crore in 12-18 months. It provides access to over 100,000 global securities with client assets held in local custody within IFSC at GIFT City under IFSCA regulation.",65,0,0,NA,Mint - Mumbai 07-04-2026.pdf,52,94.3,50.0,50.0
MNT,07/04/2026,Sebi eyes initiative to bolster board independence,"India’s market regulator is working on a collaborative framework with corporates, academia and professional bodies to expand the pipeline and effectiveness of independent directors, even as recent boardroom tensions at HDFC Bank sharpen scrutiny on governance standards. Sebi chief Tuhin Kanta Pandey said the regulator will seek to embark on a joint initiative for capacity building of independent directors at scale with a view to further improve corporate governance. He said boards are well constituted, but not always equally effective, information is available but not always interrogated deeply, and independence exists in form but may not always translate into an independent perspective. The push comes after the abrupt resignation of Atanu Chakraborty as non-executive chairman and independent director of HDFC Bank, which triggered questions about how dissent is expressed and recorded within boards.",50,0,0,NA,Mint - Mumbai 07-04-2026.pdf,52,36.9,54.1,86.5
MNT,07/04/2026,Amfi backs intraday loans as Sebi defers rules,"India’s mutual fund body has asked the market regulator to allow fund houses to use intraday borrowings from banks to purchase securities after Sebi deferred implementation of the new norms to July, according to people aware of the development. On 13 March, Sebi tightened regulations and allowed fund houses to borrow funds from banks on an intraday basis only for repurchase or redemption of units, payment of interest, or income distribution-cum-capital withdrawal payouts to unitholders. Mutual funds said the circular would tie up their hands, and the Association of Mutual Funds in India is in discussions with Sebi. On 25 March, Sebi deferred implementation of the rules to 15 July, citing operational challenges raised by asset management companies.",45,0,0,NA,Mint - Mumbai 07-04-2026.pdf,52,92.0,56.4,50.0
MNT,07/04/2026,Titan turns to coloured gems to boost entry-level jewellery,"India’s top organized jeweller Titan is betting on coloured gemstones to buoy entry-level demand, as volatile gold prices hurt affordability. The firm has launched Hues, a range of coloured gemstone jewellery under its flagship Tanishq label. The collection features over 200 designs crafted from natural stones such as amethyst, tanzanite and tourmaline, and is priced in the ₹40,000-2.5 lakh range, with nearly 70% of the collection carrying a sub-₹2.5 lakh tag. Titan said jewellery demand remains anchored in weddings and festivals, but is increasingly being reshaped by millennials who are keen on lightweight designs, gemstone-led fusion pieces and craftsmanship. Industry executives said there has been a clear move towards coloured gemstones as consumers explore alternatives beyond diamonds and as rarer stones tend to hold and appreciate in value. The launch comes ahead of Akshaya Tritiya, with Titan saying interest in buying jewellery remains high across investment buyers, value seekers and design-led consumers.",60,0,0,NA,Mint - Mumbai 07-04-2026.pdf,52,98.4,55.4,50.0
MNT,07/04/2026,Sobha sees record pre-sales in FY26. Is there room for growth?,"After reporting a pre-sales drop in FY25, realty firm Sobha exited FY26 with a bang. Pre-sales or bookings rose 30% year-on-year to ₹8,136 crore, its best ever, driven by new launches and geographical diversification, though it missed the ₹8,500 crore target set for the year. Sobha launched nine projects in six cities during FY26 and entered Mumbai and Greater Noida. The Gurugram project spillover to FY27 due to delay in RERA approval held back sales. Bengaluru remained the key driver, contributing 55% of total pre-sales. The National Capital Region contributed 30%, while Kerala added 10%. Sobha sold around 5.5 million square feet of space, up 18.5% year-on-year, and average realization rose 9% to ₹14,675 per square feet. Despite the positives and a healthy balance sheet, the stock is down 16% so far in 2026 as investor sentiment has turned sour for realty stocks amid concerns that AI-led disruption and the West Asia war fuelling inflation could dampen housing demand, especially in the mid-income and premium segments.",50,0,0,NA,Mint - Mumbai 07-04-2026.pdf,52,34.4,58.3,74.7
MNT,07/04/2026,Marico steady amid uncertainty,"The humble coconut has emerged as an unlikely buffer for Marico, even as war-led disruption and cost pressures are set to lash its FMCG peers. The Nifty FMCG index is down 16% so far in 2026, while Marico’s stock has been largely flat. The key driver is copra prices, a core input for the maker of Parachute hair oil, which have fallen about 35% from their peak and are expected to remain range-bound in the months ahead. That decline offers Marico a cushion against input inflation triggered by the West Asia conflict, giving it relatively stronger earnings visibility than peers. Copra accounts for roughly half of Marico’s raw material basket, while crude derivatives including packaging form a lower proportion than at many peers. Marico said it expects its gross margin to increase sequentially in the March quarter thanks to easing copra prices, marking a second straight quarterly improvement. Continued brand building investments would still mean double-digit year-on-year growth in Ebitda in the quarter. The company said its consolidated revenue for the quarter grew in the low-20s year-on-year, enabling it to meet its FY26 aspiration of mid-20s revenue growth. Foods business delivered high-teens value growth, while the international business saw high-teens constant currency growth, except the Gulf region which was impacted by the war. Marico’s valuations remain high, and any slowdown in foods or premium personal care could temper investor sentiment.",55,0,0,NA,Mint - Mumbai 07-04-2026.pdf,52,90.9,47.4,1.4
MNT,07/04/2026,Stock-pickers gain in muted year for BFSI,"India’s banking, financial services and insurance sector may have had a muted year on the surface, but a closer look tells a different story. FY26, marked by global uncertainty, earnings downgrades and foreign investor outflows, did not reward broad sector bets but strongly rewarded stock-pickers. A Mint analysis of 724 BFSI stocks shows that more than 18% of the universe generated returns of more than 25% during the year, even as the Nifty Bank and Nifty Financial Services indices fell. The divergence highlights a shift in market behaviour from sector-driven rallies to company-specific performance. MCX surged 124%, LKP Finance gained 112%, while RBL Bank and L&T Finance rose strongly, driven by individual factors such as earnings recovery, improving asset quality or business-specific triggers. At the same time, losses were equally widespread and market capitalization of the BFSI universe fell to ₹94.6 trillion from ₹96.3 trillion. The underlying performance of the BFSI sector remained relatively strong, with revenue and profit growth in Q3FY26 among the best within India Inc. But that did not translate into a re-rating in the market because of valuation pressure, earnings downgrades in select pockets and persistent selling by foreign investors. One of the defining trends of FY26 was the sharp divergence between PSU and private sector banks. Public sector banks outperformed on improving balance sheets, better asset quality and earnings upgrades, while the Nifty Private Bank index declined.",55,0,0,NA,Mint - Mumbai 07-04-2026.pdf,52,99.7,58.7,11.3
MNT,07/04/2026,Vedanta fails to stall Adani’s JAL plan at SC,"The Supreme Court on Monday refused to stay implementation of Adani Enterprises’ ₹14,543 crore resolution plan for bankrupt Jaiprakash Associates, rejecting a challenge by Vedanta. A bench led by the Chief Justice declined to interfere with orders of the National Company Law Tribunal and the National Company Law Appellate Tribunal, which had cleared the way for the plan’s rollout. However, the court directed the panel overseeing the resolution to seek prior NCLAT approval before taking any major steps and asked the appellate tribunal to hear the matter expeditiously. Vedanta, the losing bidder, challenged the lenders’ approval of Adani’s plan and alleged that its higher offer was ignored and the process lacked fairness and transparency. During the hearing, Vedanta argued that its bid offered better value to creditors and that once the plan was implemented and over 15,000 creditors were paid, reversing the process, including delisting, would be difficult. The Committee of Creditors countered that nothing irreversible would happen immediately and that Adani’s plan was superior on merits, particularly in terms of faster upfront payments.",50,0,0,NA,Mint - Mumbai 07-04-2026.pdf,52,92.0,56.7,21.7
MNT,07/04/2026,"JSW Group pumps ₹2,600 cr in auto arm ahead of launch","Billionaire Sajjan Jindal-led JSW Group has so far infused about ₹2,600 crore into its automobile subsidiary, JSW Green Mobility, since inception—signalling a serious push into India’s passenger and commercial vehicle market as it gears up for a FY27 debut. According to filings, the capital was deployed primarily toward setting up plant operations for the passenger and commercial vehicle businesses in Chhatrapati Sambhaji Nagar, alongside general corporate purposes and debt repayment. JSW’s foray will centre on clean fuel technologies such as electric vehicles and hybrids. The group is scheduled to launch its first passenger vehicle in FY27. Experts said the company is likely to front-load investments to build a full-fledged ecosystem rather than scale gradually. JSW Green Mobility is separate from the group’s investment in JSW MG Motor India, the joint venture with SAIC. The automobile business is housed under JSW Green Mobility through two subsidiaries—JSW Motors for passenger vehicles and JSW Greentech for commercial vehicles. JSW Greentech has already secured approval from ARAI for its electric bus.",70,0,1,MH,Mint - Mumbai 07-04-2026.pdf,52,84.5,52.6,91.9
